,原矿水分,原矿硫化铜含量,原矿硫化铜金属,原矿全铜金属,原矿折干,原矿数量,原氧化铜含量,取数日期,原铜含量,精铜原矿数量,精铜水分,精铜金属铜,精铜矿折干,硫化铜回收率,精铜总铜含量,精铜硫化金属铜,精铜硫化铜品位
21,0.22469999999999998,0.020999999999999998,78.73075475000002,256.04873210000005,7512.5695000000005,8465.0,0.0471,2024-06-20,0.0681,380.0,,,,,,,
22,0.1032,0.0126,27.006235200000003,74.58864960000001,2143.3520000000003,2390.0,0.0222,2024-06-21,0.0348,130.0,,,,,,,
23,0.2247,0.0225,80.24695625999999,271.30099988999996,6887.052299999999,7755.0,0.055099999999999996,2024-06-22,0.0776,240.0,,,,,,,
24,0.1047,0.0115,41.780965099999996,133.33577558,3633.1274,4058.0,0.0252,2024-06-23,0.036699999999999997,120.0,,,,,,,
25,0.2296,0.026099999999999998,79.33998365999999,242.48124857999997,6316.800799999999,7156.0,0.051000000000000004,2024-06-24,0.0771,250.0,,,,,,,
26,0.21649999999999997,0.0224,75.44513802,243.43615164,6542.6397,7328.0,0.0514,2024-06-25,0.0738,230.0,,,,,,,
27,0.21689999999999998,0.0332,138.36124519999998,319.99580663999996,8330.3948,9344.0,0.0436,2024-06-26,0.0768,350.0,,,,,,,
28,0.2342,0.027899999999999998,79.47120629999999,199.959434,5120.131,5790.0,0.0493,2024-06-27,0.07719999999999999,534.61,,,,,,,
29,0.2252,0.022199999999999998,66.01472999999999,196.83631001999998,5397.1494,6051.0,0.0484,2024-06-28,0.0706,424.99,,,,,,,
30,0.1157,0.0121,41.0881152,128.0183424,3395.712,3840.0,0.0256,2024-06-29,0.0377,208.08,,,,,,,
31,0.2203,0.0252,89.95293671,273.76367343000004,7130.4779,8013.0,0.0516,2024-06-30,0.07680000000000001,407.33000000000004,,,,,,,
32,0.1982,0.0216,59.0335164,201.46439205000001,5443.4655,6035.0,0.052599999999999994,2024-07-01,0.0742,338.97,,,,,,,
33,0.19879999999999998,0.021199999999999997,44.78784912,173.48463456000002,4398.5352,4896.0,0.0569,2024-07-02,0.0781,292.18,,,,,,,
34,0.2107,0.0259,94.04410035999999,286.16685184,7271.9852,8128.0,0.0528,2024-07-03,0.07869999999999999,393.03999999999996,,,,,,,
35,0.2076,0.0214,82.9123083,273.48247691999995,7759.5954,8658.0,0.0491,2024-07-04,0.0705,423.36,,,,,,,
36,0.2059,0.019700000000000002,67.67420000000001,248.9758524,6862.7196,7650.0,0.0528,2024-07-05,0.07250000000000001,404.88,,,,,,,
37,0.1042,0.0101,36.01841598,128.02585482,3566.1798000000003,3981.0,0.0258,2024-07-06,0.0359,255.01,,,,,,,
38,0.2874,0.0313,840.8294356800002,2943.30588394,75767.5682,83659.0,0.0842,2024-07-07,0.1155,2147.4,,,,,,,
39,0.1856,0.0188,57.020062800000005,211.33587795,6051.3195,6669.0,0.0509,2024-07-08,0.0697,403.78,,,,,,,
40,0.1941,0.0187,57.488858199999996,205.80635365999998,6156.0529,6800.0,0.048299999999999996,2024-07-09,0.067,360.75,,,,,,,
41,0.10310000000000001,0.0092,33.5835236,120.82767730000002,3650.3830000000003,4070.0,0.0239,2024-07-10,0.033100000000000004,215.63,,,,,,,
42,0.30379999999999996,0.0401,153.75683728,426.6595695799999,11486.7198,12782.0,0.0713,2024-07-11,0.1114,774.9200000000001,,,,,,,
43,0.0956,0.0113,43.6382044,139.024368,3861.788,4270.0,0.024700000000000003,2024-07-12,0.036000000000000004,267.09,,,,,,,
44,0.22899999999999998,0.0103,37.834784,132.972736,5651.744000000001,6388.0,0.0259,2024-07-13,0.036199999999999996,359.24,,,,,,,
45,0.22949999999999998,0.028499999999999998,92.80230871999998,252.66714159999998,6457.3948,7293.0,0.0494,2024-07-14,0.0779,543.1800000000001,,,,,,,
46,0.1182,0.015,45.725739,110.04661185999997,3048.3826,3457.0,0.021099999999999997,2024-07-15,0.03609999999999999,183.35,,,,,,,
47,0.22039999999999998,0.026,59.257675199999994,160.59549833999998,4572.157799999999,5136.0,0.0446,2024-07-16,0.0706,376.53,,,,,,,
48,0.2049,0.0274,86.93021803,206.82092751,6276.8537,6989.0,0.0384,2024-07-17,0.0658,364.53,,,,,,,
49,0.2277,0.0312,113.30713537,258.59993547,7265.2577,8199.0,0.039999999999999994,2024-07-18,0.0712,416.49,,,,,,,
50,0.2043,0.03,114.71713677,254.42593653,7656.0591,8527.0,0.036500000000000005,2024-07-19,0.0665,441.77,,,,,,,
51,0.1944,0.0249,78.94380966,208.67386566000005,6430.4606,7121.0,0.040400000000000005,2024-07-20,0.0653,307.71,,,,,,,
52,0.2232,0.0199,74.49401347999999,218.66966911999998,7487.4928,8428.0,0.0385,2024-07-21,0.0584,389.94,,,,,,,
53,0.2011,0.0267,73.19547890000001,200.0422346,5380.671,5985.0,0.0471,2024-07-22,0.0738,354.18,,,,,,,
54,0.2272,0.03,107.02890036000001,269.41060008,7132.4988,8046.0,0.0455,2024-07-23,0.07550000000000001,421.44,,,,,,,
55,0.19080000000000003,0.0312,65.93180823,161.08054671000002,4461.1403,4973.0,0.042,2024-07-24,0.07320000000000002,335.85,,,,,,,
56,0.20179999999999998,0.031700000000000006,91.09469754,221.18458230000002,5750.7714,6402.0,0.04529999999999999,2024-07-25,0.077,399.65,,,,,,,
57,0.212,0.026500000000000003,88.33718403,248.20760821,6665.1839,7457.0,0.048,2024-07-26,0.0745,455.37,,,,,,,
58,0.09390000000000001,0.0155,57.371986750000005,139.91361930000002,3701.4185,4085.0,0.0223,2024-07-27,0.0378,262.85,,,,,,,
59,0.2152,0.0235,79.96520802,263.31282288,6792.897199999999,7612.0,0.054099999999999995,2024-07-28,0.0776,502.68999999999994,,,,,,,
60,0.19979999999999998,0.024399999999999998,78.49282518,277.3525293,6435.6842,7150.0,0.06180000000000001,2024-07-29,0.0862,477.49,,,,,,,
61,0.2098,0.0231,83.64711018,295.04232235999996,7240.1714,8089.0,0.0584,2024-07-30,0.08149999999999999,482.31,,,,,,,
62,0.2107,0.0229,56.385372950000004,180.46622745000002,4695.8605,5240.0,0.0529,2024-07-31,0.0758,418.37,,,,,,,
63,0.21839999999999998,0.0299,98.68161,262.65465496,6446.9272,7239.0,0.0504,2024-08-01,0.08030000000000001,448.74,,,,,,,
64,0.2042,0.0269,99.67059234000001,301.98424212,7410.3498,8253.0,0.054599999999999996,2024-08-02,0.08149999999999999,495.49,,,,,,,
65,0.2098,0.0254,86.93087046,256.82097433999996,6852.827799999999,7658.0,0.0496,2024-08-03,0.075,440.2,,,,,,,
66,0.09759999999999999,0.0146,55.38786816,155.54127359999998,3793.6895999999997,4204.0,0.0264,2024-08-04,0.041,225.89,,,,,,,
67,0.21839999999999998,0.0291,102.46325679,269.15400433,7032.5818,7896.0,0.0474,2024-08-05,0.0765,499.31,,,,,,,
68,0.21109999999999998,0.027700000000000002,51.4221687,154.31647278,3896.0771999999997,4379.0,0.049600000000000005,2024-08-06,0.07730000000000001,276.4,,,,,,,
69,0.22,0.022899999999999997,79.05092461000001,250.12694356999998,6901.979,7756.0,0.0496,2024-08-07,0.0725,446.26,,,,,,,
70,0.21860000000000002,0.0259,72.73723140000001,214.34797026,5640.5718,6333.0,0.050600000000000006,2024-08-08,0.07650000000000001,406.85,,,,,,,
71,0.1108,0.0115,40.023781199999995,128.07609983999998,3654.3288,4088.0,0.0253,2024-08-09,0.0368,235.71,,,,,,,
72,0.2246,0.0309,98.91777292,247.98076665999997,6335.331399999999,7139.0,0.0472,2024-08-10,0.0781,402.46,,,,,,,
73,0.2203,0.0251,88.21409064,262.47697983,7024.7853,7894.0,0.049600000000000005,2024-08-11,0.0747,464.78,,,,,,,
74,0.1202,0.0125,42.58232,134.90078975999998,3406.5856,3872.0,0.0271,2024-08-12,0.039599999999999996,248.44,,,,,,,
75,0.1002,0.014199999999999999,47.0199488,132.1194336,3311.264,3680.0,0.025699999999999997,2024-08-13,0.0399,231.48,,,,,,,
76,0.21130000000000002,0.0044,15.551199529999998,171.25413744999997,6678.7420999999995,7486.0,0.0441,2024-08-22,0.0485,0.0,,,,,,,
77,0.2341,0.0042,16.73726844,173.70326211999998,7967.7318,9024.0,0.0394,2024-08-23,0.0436,0.0,,,,,,,
78,0.1973,0.0038,14.750548160000001,166.99472608,7763.4464,8616.0,0.0392,2024-08-24,0.043,0.0,,,,,,,
79,0.2097,0.0034000000000000002,15.358696759999999,197.0769181,8869.173299999999,9909.0,0.0408,2024-08-25,0.0442,0.0,,,,,,,
80,0.22390000000000002,0.019700000000000002,63.17175168,198.64350085999996,6594.185799999999,7427.0,0.0412,2024-08-26,0.060899999999999996,71.59,,,,,,,
81,0.3388,0.0465,173.18329374,448.49617816,11177.3178,12599.0,0.07390000000000001,2024-08-27,0.12040000000000002,577.79,,,,,,,
82,0.20650000000000002,0.0337,120.5112927,278.09982940000003,7148.101000000001,7973.0,0.0441,2024-08-28,0.07780000000000001,396.07,,,,,,,
83,0.2,0.029199999999999997,81.25630927999998,214.11633662,5637.9589,6283.0,0.048100000000000004,2024-08-29,0.07730000000000001,370.35,,,,,,,
84,0.19419999999999998,0.0324,97.66338707999999,246.59675432,5900.6062,6526.0,0.05009999999999999,2024-08-30,0.08249999999999999,347.40999999999997,,,,,,,
85,0.1987,0.030699999999999998,105.26467233,288.13335861,6840.3663,7602.0,0.0537,2024-08-31,0.0844,419.33000000000004,,,,,,,
86,0.2102,0.0293,92.03054148000001,257.9559304,6259.4452,7006.0,0.0527,2024-09-01,0.08199999999999999,391.39,0.3933,86.3900428158,314.380809,1.7039470397930945,0.5523,77.02370715150002,0.49260000000000004
87,0.20789999999999997,0.0305,108.66170638,305.68342184000005,7192.1594000000005,8027.0,0.0547,2024-09-02,0.0852,353.0,0.4013,89.8908486942,282.292957,1.4678242167779172,0.6382,79.756923684,0.5661
88,0.1724,0.0278,102.49630959999999,291.96199,7366.486,8060.0,0.0515,2024-09-03,0.0793,399.11,0.3921,94.81945298740001,320.70612500000004,1.6070121811356655,0.5881000000000001,82.854214498,0.5137
89,0.1915,0.0323,120.26088338000001,301.60888938000005,7449.6491000000005,8239.0,0.0487,2024-09-04,0.081,511.63,0.3951,116.638605985,410.595047,1.7483102261728698,0.5675,105.21370787980001,0.5118
90,0.2012,0.0305,109.93233405000001,293.77812045,7212.7011,8019.0,0.051000000000000004,2024-09-05,0.0815,468.38,0.40669999999999995,94.31632101650001,373.311931,1.524177929567327,0.5033,83.9360324868,0.4483
91,0.28890000000000005,0.046700000000000005,127.53195069,322.0355352,8427.0729,9341.0,0.0709,2024-09-06,0.11760000000000001,685.39,0.6168,124.86262776079998,545.0356159999999,2.534220789503942,0.68,105.17441068079998,0.5739
92,0.1893,0.0262,92.61206976,255.10242297,7062.3591,7801.0,0.045899999999999996,2024-09-07,0.0721,439.79,0.4192,78.780040416,347.579848,1.4983821957269536,0.4533,69.256338052,0.39849999999999997
93,0.20879999999999999,0.0234,43.56111393,131.91015349999998,3591.2916999999998,4015.0,0.0499,2024-09-08,0.0733,304.24,0.4326,49.84204055960001,238.60222600000003,2.214534429608201,0.4122,42.7511793736,0.35650000000000004
94,0.1804,0.0306,88.99994731999999,243.10739827999998,5919.7444,6504.0,0.0518,2024-09-09,0.0824,428.26,0.40479999999999994,85.6386422556,341.515806,1.750114213688191,0.502,74.4682332498,0.4367
95,0.0943,0.0166,60.64965708,144.68231447999997,4398.5938,4779.0,0.023,2024-09-10,0.039599999999999996,270.55,0.2026,50.352915438,215.73657,0.718533116889966,0.2334,43.578787139999996,0.20199999999999999
96,0.19619999999999999,0.0308,118.02396540000001,291.8534955,7652.219,8483.0,0.0455,2024-09-11,0.0763,565.8599999999999,0.4021,108.2431795944,452.33815200000004,1.6248126757555523,0.477,96.2215885848,0.42379999999999995
97,0.1962,0.028,93.471476,265.25993600000004,6565.84,7274.0,0.0528,2024-09-12,0.08080000000000001,535.06,0.4173,102.34909351800002,423.37875,2.037490426572961,0.48350000000000004,89.060759274,0.42069999999999996
98,0.20750000000000002,0.028399999999999998,109.41471612,282.6693804,7694.151900000001,8586.0,0.045,2024-09-13,0.07339999999999999,461.16,0.4143,92.773343248,365.66862000000003,1.579669976197276,0.5068,82.72585472200001,0.4517
99,0.1907,0.0382,101.55033845,250.98288384999998,5606.5519,6201.0,0.0538,2024-09-14,0.092,409.79,0.4126,93.24747926789999,324.552157,1.6505842843806797,0.5904,84.16867396110001,0.5317000000000001
100,0.19569999999999999,0.030400000000000003,94.58337908000001,267.30150308,6176.3158,6845.0,0.0561,2024-09-15,0.0865,453.71,0.3953,101.0826955062,364.09371799999997,1.896049695337502,0.5533,88.55474558419999,0.48439999999999994
101,0.2128,0.0379,146.81988384,359.54552928,7749.859199999999,8672.0,0.054900000000000004,2024-09-16,0.0928,535.72,0.4012,130.61752473200002,428.23930000000007,1.5156651813643842,0.6114,111.33717437600001,0.5215
102,0.19039999999999999,0.0337,125.07916267000002,303.66064673999995,7425.805200000001,8206.0,0.048100000000000004,2024-09-17,0.0818,622.89,0.3815,131.87685278819998,504.04756999999995,1.874235343543281,0.5232,117.1562989948,0.4648
103,0.1853,0.036500000000000005,133.1697015,316.2498012,7289.937,8034.0,0.050199999999999995,2024-09-18,0.0867,586.9300000000001,0.37729999999999997,124.18002366299999,476.11412299999995,1.703283210550343,0.5219,112.6006385721,0.47350000000000003
104,0.1976,0.0308,114.51618884,294.91606375000003,7434.9644,8250.0,0.0485,2024-09-19,0.07930000000000001,517.59,0.40249999999999997,101.838815514,413.312775,1.5074866190145833,0.49260000000000004,86.3323367682,0.41769999999999996
105,0.22849999999999998,0.028200000000000003,103.75607925,278.023107,7344.0375,8291.0,0.0475,2024-09-20,0.07569999999999999,557.99,0.40780000000000005,113.03880014239999,444.16839999999996,1.9121510690357904,0.5098,98.90499397519999,0.4464
106,0.2253,0.0303,103.39509672,281.76626294999994,6834.1443,7702.0,0.052199999999999996,2024-09-21,0.08249999999999999,417.25,0.3924,96.01030708299999,335.41366899999997,1.635083800862838,0.5725,84.060673259,0.5013
107,0.20400000000000001,0.028999999999999998,114.2897026,318.6817326,7884.758,8783.0,0.0518,2024-09-22,0.0808,413.37,0.3685,115.15782188579999,337.17121499999996,1.7471199487385571,0.6843999999999999,99.8234815347,0.5931
108,0.2203,0.029400000000000003,112.69044321999999,311.33660351000003,7667.549499999999,8620.0,0.0519,2024-09-23,0.08130000000000001,550.44,0.34440000000000004,139.2883969796,455.67887199999996,2.1691578781154037,0.6113,122.2148386448,0.5364
109,0.20829999999999999,0.024800000000000003,89.00288273999999,289.84707456,7165.7338,7994.0,0.0555,2024-09-24,0.0803,403.02,0.37470000000000003,97.02056646419999,327.128961,1.8593356692454424,0.5883,82.099323378,0.49850000000000005
110,0.20120000000000002,0.0278,115.00141264,373.14159429999995,8287.7382,9214.0,0.0623,2024-09-25,0.0901,542.53,0.3968,118.09999294119999,434.937098,1.6786243430528793,0.5424,96.8927797952,0.4445
111,0.19519999999999998,0.028200000000000003,123.60087800000001,402.66011805000005,8760.2275,9707.0,0.06380000000000001,2024-09-26,0.092,502.67999999999995,0.4037,109.0256327322,401.214306,1.4114987620769548,0.5435,87.1938317298,0.4347
112,0.1938,0.0274,122.79429576000001,372.8781777600001,8964.957600000002,9927.0,0.0558,2024-09-27,0.0832,528.95,0.393,130.593155755,425.04994999999997,1.8984418899711852,0.6132,116.48663725,0.5468999999999999
113,0.09759999999999999,0.0103,10.06618176,37.1373696,2437.2992,2543.0,0.0277,2024-09-28,0.038,217.09,0.4002,38.431803731200006,173.42584000000002,3.0701050112570196,0.31479999999999997,31.8247203616,0.2488
114,0.19549999999999998,0.0338,60.72066720000001,165.1102593,3640.44,4033.0,0.0595,2024-09-29,0.0933,314.05,0.4103,70.3572219588,251.205332,1.9414402424894264,0.5116,63.26720462720001,0.4571
115,0.18610000000000002,0.0237,91.41165767999999,318.7262394,7729.411399999999,8522.0,0.0589,2024-09-30,0.0826,395.19,0.3952,82.305111144,317.071106,1.550288973430487,0.523,70.5232489114,0.4488
116,0.2092,0.0045,9.17994432,113.15698512,5109.092000000001,5752.0,0.0414,2024-10-01,0.045899999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.222,0.0052,15.1182668,134.6748397,6206.6404,6954.0,0.0391,2024-10-02,0.044300000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.12480000000000001,0.003,14.682355200000002,107.6706048,5067.1184,5765.0,0.019,2024-10-03,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.2137,0.0053,21.30341412,225.63833858,8046.2986,9008.0,0.0509,2024-10-04,0.0562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.20939999999999998,0.0039,6.05889924,107.12614429999999,3770.4529,4195.0,0.060700000000000004,2024-10-05,0.0646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.2061,0.0049,14.25273337,151.385382,5908.0797,6591.0,0.047700000000000006,2024-10-06,0.0526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.2125,0.0045000000000000005,10.324206629999999,128.16021585,4868.3345,5447.0,0.0493,2024-10-07,0.0538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.22459999999999997,0.004399999999999999,13.12233776,151.02293003,6153.398999999999,6878.0,0.0515,2024-10-08,0.055900000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0.2233,0.0042,18.337066859999997,218.67549101999995,8914.8017,10024.0,0.0445,2024-10-09,0.04869999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.19639999999999996,0.0062,26.15430738,232.25160366,8521.8606,9444.0,0.0484,2024-10-10,0.0546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.2082,0.0036,10.094066640000001,142.15445736,5607.8148,6240.0,0.0465,2024-10-11,0.050100000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.2087,0.0061,12.411336630000001,108.84934956000001,4111.3891,4592.0,0.0471,2024-10-12,0.0532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.22039999999999998,0.0045000000000000005,21.12002424,244.17486112,9401.8334,10563.0,0.0475,2024-10-13,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0.21150000000000002,0.004,7.067218690000001,104.39362268,4061.0459,4511.0,0.0462,2024-10-14,0.050199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.2183,0.0047,17.6258208,188.68072625999997,7091.5362,7994.0,0.0489,2024-10-15,0.053599999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0.24080000000000001,0.0052,15.718824239999998,141.28712346,6061.4778,6892.0,0.041400000000000006,2024-10-16,0.0466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.1998,0.0039,11.90996962,124.64307036000001,6468.6094,7177.0,0.0347,2024-10-17,0.0386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.2287,0.004399999999999999,11.89682902,103.63383733,5432.0087,6133.0,0.0337,2024-10-18,0.038099999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,0.2207,0.0049,16.44524442,111.50937684000002,7048.578600000001,7888.0,0.0266,2024-10-19,0.0315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0.12210000000000001,0.0017000000000000001,2.42669118,22.26846024,1427.4654,1626.0,0.0139,2024-10-20,0.0156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0.2218,0.0035,12.54860508,123.60721896000001,7253.716399999999,8140.0,0.030100000000000002,2024-10-21,0.033600000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.3637,0.006200000000000001,27.201989200000007,225.60979984000005,12946.896400000001,14760.0,0.046,2024-10-22,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0.2304,0.0041,20.019622079999998,178.58118528,9760.7424,11032.0,0.0325,2024-10-23,0.0366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.20839999999999997,0.004,18.7469586,178.12712176,9342.3292,10442.0,0.0341,2024-10-24,0.038099999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.2178,0.0033,15.7370381,168.27225190000001,9535.744999999999,10704.0,0.032,2024-10-25,0.0353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.21800000000000003,0.003,11.7477585,139.80480900000003,7831.839,8790.0,0.0327,2024-10-26,0.0357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.22,0.0039000000000000003,13.0569928,117.45330999999999,6214.0665,6975.0,0.0336,2024-10-27,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.2306,0.0038,15.9031494,179.72588860000002,8163.1484,9215.0,0.0398,2024-10-28,0.0436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.2329,0.0038,15.16874,171.60292632,8088.2047999999995,9181.0,0.0391,2024-10-29,0.04290000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.2141,0.0043,21.95686842,228.33404672999995,10174.5393,11394.0,0.040499999999999994,2024-10-30,0.04479999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0.23079999999999998,0.0045,12.13879448,112.35085579999998,5225.6212,5922.0,0.0385,2024-10-31,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.2102,0.0293,131.55577211999997,368.06739759999994,8986.1188,10039.0,0.0527,2024-11-01,0.08199999999999999,0.0,0.3933,0.0,0.0,0.0,0.5523,0.0,0.49260000000000004
148,0.21810000000000002,0.0037,17.223569840000003,215.40582080000001,9281.7232,10420.0,0.0427,2024-11-02,0.046400000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.22139999999999999,0.0042,18.900879489999998,211.51300650999997,8936.0131,10045.0,0.0432,2024-11-03,0.0474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.25229999999999997,0.0057,18.2168406,178.29971064,6553.1968,7447.0,0.0475,2024-11-04,0.0532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,0.22940000000000002,0.0035,10.63822459,164.64197787999998,6557.2914,7402.0,0.047299999999999995,2024-11-05,0.0508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,0.24830000000000002,0.0039,15.2356093,183.15883042000002,7778.2574,8875.0,0.043300000000000005,2024-11-06,0.047200000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,0.21939999999999998,0.0038000000000000004,9.805725800000001,106.42193120000002,5116.439,5751.0,0.0378,2024-11-07,0.0416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,0.2144,0.0046,23.95966704,236.68260504,10407.1896,11656.0,0.0409,2024-11-08,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.19870000000000002,0.0027,1.7767064399999999,34.16900408000001,1474.316,1629.0,0.042300000000000004,2024-11-09,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0.2277,0.0034000000000000002,11.938357200000002,143.992275,6084.351000000001,6830.0,0.045399999999999996,2024-11-10,0.048799999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0.2304,0.004699999999999999,13.099767139999999,155.51193533,6516.8779,7429.0,0.0442,2024-11-11,0.0489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0.2294,0.0049,28.34696104,270.75927624,11574.628400000001,13076.0,0.04190000000000001,2024-11-12,0.04680000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0.2167,0.0049,28.06640208,254.27501855999998,11454.163199999999,12846.0,0.0395,2024-11-13,0.044399999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,0.2271,0.0035,8.674426500000001,104.54528685,4887.9915,5510.0,0.0388,2024-11-14,0.042300000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0.2101,0.0031000000000000003,17.806403500000002,222.35104429999998,11490.071,12841.0,0.03559999999999999,2024-11-15,0.0387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,0.19840000000000002,0.0038,13.7899836,135.2331984,6730.716,7467.0,0.0375,2024-11-16,0.0413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.1899,0.0038,17.04810853,185.41459154,8972.6887,9925.0,0.0375,2024-11-17,0.041299999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0.20650000000000002,0.0029000000000000002,15.917414670000003,233.23909356000001,10974.521700000001,12238.0,0.039599999999999996,2024-11-18,0.042499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.2237,0.0032,18.333200520000002,226.28750670000002,11457.705600000001,12901.0,0.0363,2024-11-19,0.03950000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,0.2011,0.0031999999999999997,18.01536043,211.56828328999998,11334.504700000001,12599.0,0.0341,2024-11-20,0.0373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,0.2541,0.0037999999999999996,21.509840519999997,209.08596264999997,11298.6727,12943.0,0.03319999999999999,2024-11-21,0.03699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0.2084,0.004399999999999999,24.480747299999997,237.09895013,11159.7356,12458.0,0.038099999999999995,2024-11-22,0.042499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,0.2222,0.0037,20.61156026,264.72972875,11135.9679,12529.0,0.0438,2024-11-23,0.0475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.2639,0.0031,15.355433179999999,189.73588352999997,9687.8365,11154.0,0.036199999999999996,2024-11-24,0.0393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,0.19480000000000003,0.0033,18.828909120000002,341.2605072,11414.2224,12646.0,0.056499999999999995,2024-11-25,0.0598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,0.2298,0.0057,30.74581323,324.67289514,10885.313999999998,12300.0,0.0539,2024-11-26,0.0596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,0.2074,0.0063,28.84599,225.04634585999997,8875.6062,9895.0,0.0441,2024-11-27,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,0.2428,0.0048000000000000004,25.74313525,265.05204545,10756.3285,12243.0,0.0445,2024-11-28,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0.2553,0.0045000000000000005,20.2712861,194.49714076,8538.8294,9779.0,0.041800000000000004,2024-11-29,0.0463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0.2399,0.0052,28.937257879999997,266.93057304,11109.5308,12623.0,0.042899999999999994,2024-11-30,0.0481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0.2007,0.0037,15.98212607,207.24114124000002,8982.4817,9962.0,0.042499999999999996,2024-12-01,0.046200000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,0.2111,0.004,4.81992012,56.483492670000004,2216.6648999999998,2472.0,0.0479,2024-12-02,0.0519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0.2321,0.0031000000000000003,16.226570940000002,221.50302198000003,10451.67,11821.0,0.0392,2024-12-03,0.042300000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
