,明细_所属分类,填表人,图片,流水号,文件,审批状态,数据日期,明细_项目,oid,取数日期,TemplateCodeId,明细_数量,明细_所属项目,明细_备注,完成时间,班次,标题,申请日期,TemplateId,明细_计量单位
1620,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240815-001,,结束,2024-08-14 06:00:00,7期硫酸消耗,664aef5ce4b014e238bb144d,2024-08-14,eaff4b821df645d4a1bbd0ce826be9fb,23.0,萃取硫酸,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-15 00:15:41,66964cfed0ce6700013bce95,立方米
1621,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240815-001,,结束,2024-08-14 06:00:00,七期萃取萃取量,664aef5ce4b014e238bb144d,2024-08-14,eaff4b821df645d4a1bbd0ce826be9fb,7284.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-15 00:15:41,66964cfed0ce6700013bce95,立方米
1622,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-001,,结束,2024-08-15 06:00:00,4-5期瓜尔胶消耗,664aef5ce4b014e238bb144d,2024-08-15,eaff4b821df645d4a1bbd0ce826be9fb,12.0,瓜尔胶,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 00:12:14,66964cfed0ce6700013bce95,KG
1623,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-001,,结束,2024-08-15 06:00:00,7期硫脲消耗,664aef5ce4b014e238bb144d,2024-08-15,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 00:12:14,66964cfed0ce6700013bce95,KG
1624,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-001,,结束,2024-08-15 06:00:00,7期硫酸亚铁消耗,664aef5ce4b014e238bb144d,2024-08-15,eaff4b821df645d4a1bbd0ce826be9fb,0.0,硫酸亚铁,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 00:12:14,66964cfed0ce6700013bce95,KG
1625,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-001,,结束,2024-08-15 06:00:00,7期萃取剂消耗,664aef5ce4b014e238bb144d,2024-08-15,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取剂,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 00:12:14,66964cfed0ce6700013bce95,KG
1626,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-001,,结束,2024-08-15 06:00:00,7期酪蛋白消耗,664aef5ce4b014e238bb144d,2024-08-15,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 00:12:14,66964cfed0ce6700013bce95,KG
1627,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-001,,结束,2024-08-15 06:00:00,7期煤油消耗,664aef5ce4b014e238bb144d,2024-08-15,eaff4b821df645d4a1bbd0ce826be9fb,0.0,煤油,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 00:12:14,66964cfed0ce6700013bce95,升
1628,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-001,,结束,2024-08-15 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-15,eaff4b821df645d4a1bbd0ce826be9fb,0.0,产量,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 00:12:14,66964cfed0ce6700013bce95,吨
1629,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-001,,结束,2024-08-15 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-15,eaff4b821df645d4a1bbd0ce826be9fb,133.877,产量,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 00:12:14,66964cfed0ce6700013bce95,吨
1630,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-001,,结束,2024-08-15 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-15,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 00:12:14,66964cfed0ce6700013bce95,槽
1631,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-001,,结束,2024-08-15 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-15,eaff4b821df645d4a1bbd0ce826be9fb,24.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 00:12:14,66964cfed0ce6700013bce95,槽
1632,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-001,,结束,2024-08-15 06:00:00,7期硫酸消耗,664aef5ce4b014e238bb144d,2024-08-15,eaff4b821df645d4a1bbd0ce826be9fb,28.0,萃取硫酸,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 00:12:14,66964cfed0ce6700013bce95,立方米
1633,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-001,,结束,2024-08-15 06:00:00,七期萃取萃取量,664aef5ce4b014e238bb144d,2024-08-15,eaff4b821df645d4a1bbd0ce826be9fb,2862.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 00:12:14,66964cfed0ce6700013bce95,立方米
1634,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-002,,结束,2024-08-16 06:00:00,4-5期瓜尔胶消耗,664aef5ce4b014e238bb144d,2024-08-16,eaff4b821df645d4a1bbd0ce826be9fb,12.0,瓜尔胶,,2024-08-17 00:01:49,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 23:55:18,66964cfed0ce6700013bce95,KG
1635,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-002,,结束,2024-08-16 06:00:00,7期硫脲消耗,664aef5ce4b014e238bb144d,2024-08-16,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2024-08-17 00:01:49,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 23:55:18,66964cfed0ce6700013bce95,KG
1636,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-002,,结束,2024-08-16 06:00:00,7期硫酸亚铁消耗,664aef5ce4b014e238bb144d,2024-08-16,eaff4b821df645d4a1bbd0ce826be9fb,0.0,硫酸亚铁,,2024-08-17 00:01:49,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 23:55:18,66964cfed0ce6700013bce95,KG
1637,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-002,,结束,2024-08-16 06:00:00,7期萃取剂消耗,664aef5ce4b014e238bb144d,2024-08-16,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取剂,,2024-08-17 00:01:49,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 23:55:18,66964cfed0ce6700013bce95,KG
1638,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-002,,结束,2024-08-16 06:00:00,7期酪蛋白消耗,664aef5ce4b014e238bb144d,2024-08-16,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2024-08-17 00:01:49,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 23:55:18,66964cfed0ce6700013bce95,KG
1639,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-002,,结束,2024-08-16 06:00:00,7期煤油消耗,664aef5ce4b014e238bb144d,2024-08-16,eaff4b821df645d4a1bbd0ce826be9fb,0.0,煤油,,2024-08-17 00:01:49,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 23:55:18,66964cfed0ce6700013bce95,升
1640,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-002,,结束,2024-08-16 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-16,eaff4b821df645d4a1bbd0ce826be9fb,0.0,产量,,2024-08-17 00:01:49,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 23:55:18,66964cfed0ce6700013bce95,吨
1641,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-002,,结束,2024-08-16 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-16,eaff4b821df645d4a1bbd0ce826be9fb,111.483,产量,,2024-08-17 00:01:49,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 23:55:18,66964cfed0ce6700013bce95,吨
1642,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-002,,结束,2024-08-16 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-16,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2024-08-17 00:01:49,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 23:55:18,66964cfed0ce6700013bce95,槽
1643,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-002,,结束,2024-08-16 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-16,eaff4b821df645d4a1bbd0ce826be9fb,20.0,暂无分类,,2024-08-17 00:01:49,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 23:55:18,66964cfed0ce6700013bce95,槽
1644,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-002,,结束,2024-08-16 06:00:00,7期硫酸消耗,664aef5ce4b014e238bb144d,2024-08-16,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取硫酸,,2024-08-17 00:01:49,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 23:55:18,66964cfed0ce6700013bce95,立方米
1645,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240816-002,,结束,2024-08-16 06:00:00,七期萃取萃取量,664aef5ce4b014e238bb144d,2024-08-16,eaff4b821df645d4a1bbd0ce826be9fb,11097.0,暂无分类,,2024-08-17 00:01:49,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-16 23:55:18,66964cfed0ce6700013bce95,立方米
1646,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240818-001,,结束,2024-08-17 06:00:00,4-5期瓜尔胶消耗,664aef5ce4b014e238bb144d,2024-08-17,eaff4b821df645d4a1bbd0ce826be9fb,12.0,瓜尔胶,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-18 00:22:50,66964cfed0ce6700013bce95,KG
1647,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240818-001,,结束,2024-08-17 06:00:00,7期硫脲消耗,664aef5ce4b014e238bb144d,2024-08-17,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-18 00:22:50,66964cfed0ce6700013bce95,KG
1648,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240818-001,,结束,2024-08-17 06:00:00,7期硫酸亚铁消耗,664aef5ce4b014e238bb144d,2024-08-17,eaff4b821df645d4a1bbd0ce826be9fb,5000.0,硫酸亚铁,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-18 00:22:50,66964cfed0ce6700013bce95,KG
1649,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240818-001,,结束,2024-08-17 06:00:00,7期萃取剂消耗,664aef5ce4b014e238bb144d,2024-08-17,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取剂,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-18 00:22:50,66964cfed0ce6700013bce95,KG
1650,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240818-001,,结束,2024-08-17 06:00:00,7期酪蛋白消耗,664aef5ce4b014e238bb144d,2024-08-17,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-18 00:22:50,66964cfed0ce6700013bce95,KG
1651,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240818-001,,结束,2024-08-17 06:00:00,7期煤油消耗,664aef5ce4b014e238bb144d,2024-08-17,eaff4b821df645d4a1bbd0ce826be9fb,0.0,煤油,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-18 00:22:50,66964cfed0ce6700013bce95,升
1652,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240818-001,,结束,2024-08-17 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-17,eaff4b821df645d4a1bbd0ce826be9fb,0.0,产量,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-18 00:22:50,66964cfed0ce6700013bce95,吨
1653,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240818-001,,结束,2024-08-17 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-17,eaff4b821df645d4a1bbd0ce826be9fb,113.643,产量,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-18 00:22:50,66964cfed0ce6700013bce95,吨
1654,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240818-001,,结束,2024-08-17 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-17,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-18 00:22:50,66964cfed0ce6700013bce95,槽
1655,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240818-001,,结束,2024-08-17 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-17,eaff4b821df645d4a1bbd0ce826be9fb,20.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-18 00:22:50,66964cfed0ce6700013bce95,槽
1656,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240818-001,,结束,2024-08-17 06:00:00,7期硫酸消耗,664aef5ce4b014e238bb144d,2024-08-17,eaff4b821df645d4a1bbd0ce826be9fb,42.95,萃取硫酸,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-18 00:22:50,66964cfed0ce6700013bce95,立方米
1657,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240818-001,,结束,2024-08-17 06:00:00,七期萃取萃取量,664aef5ce4b014e238bb144d,2024-08-17,eaff4b821df645d4a1bbd0ce826be9fb,8651.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-18 00:22:50,66964cfed0ce6700013bce95,立方米
1658,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240819-001,,结束,2024-08-18 06:00:00,4-5期瓜尔胶消耗,664aef5ce4b014e238bb144d,2024-08-18,eaff4b821df645d4a1bbd0ce826be9fb,12.0,瓜尔胶,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-19 00:10:23,66964cfed0ce6700013bce95,KG
1659,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240819-001,,结束,2024-08-18 06:00:00,7期硫脲消耗,664aef5ce4b014e238bb144d,2024-08-18,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-19 00:10:23,66964cfed0ce6700013bce95,KG
1660,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240819-001,,结束,2024-08-18 06:00:00,7期硫酸亚铁消耗,664aef5ce4b014e238bb144d,2024-08-18,eaff4b821df645d4a1bbd0ce826be9fb,0.0,硫酸亚铁,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-19 00:10:23,66964cfed0ce6700013bce95,KG
1661,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240819-001,,结束,2024-08-18 06:00:00,7期萃取剂消耗,664aef5ce4b014e238bb144d,2024-08-18,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取剂,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-19 00:10:23,66964cfed0ce6700013bce95,KG
1662,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240819-001,,结束,2024-08-18 06:00:00,7期酪蛋白消耗,664aef5ce4b014e238bb144d,2024-08-18,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-19 00:10:23,66964cfed0ce6700013bce95,KG
1663,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240819-001,,结束,2024-08-18 06:00:00,7期煤油消耗,664aef5ce4b014e238bb144d,2024-08-18,eaff4b821df645d4a1bbd0ce826be9fb,0.0,煤油,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-19 00:10:23,66964cfed0ce6700013bce95,升
1664,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240819-001,,结束,2024-08-18 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-18,eaff4b821df645d4a1bbd0ce826be9fb,0.0,产量,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-19 00:10:23,66964cfed0ce6700013bce95,吨
1665,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240819-001,,结束,2024-08-18 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-18,eaff4b821df645d4a1bbd0ce826be9fb,109.037,产量,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-19 00:10:23,66964cfed0ce6700013bce95,吨
1666,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240819-001,,结束,2024-08-18 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-18,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-19 00:10:23,66964cfed0ce6700013bce95,槽
1667,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240819-001,,结束,2024-08-18 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-18,eaff4b821df645d4a1bbd0ce826be9fb,18.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-19 00:10:23,66964cfed0ce6700013bce95,槽
1668,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240819-001,,结束,2024-08-18 06:00:00,7期硫酸消耗,664aef5ce4b014e238bb144d,2024-08-18,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取硫酸,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-19 00:10:23,66964cfed0ce6700013bce95,立方米
1669,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240819-001,,结束,2024-08-18 06:00:00,七期萃取萃取量,664aef5ce4b014e238bb144d,2024-08-18,eaff4b821df645d4a1bbd0ce826be9fb,8973.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-19 00:10:23,66964cfed0ce6700013bce95,立方米
1670,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240820-001,,结束,2024-08-19 06:00:00,4-5期瓜尔胶消耗,664aef5ce4b014e238bb144d,2024-08-19,eaff4b821df645d4a1bbd0ce826be9fb,12.0,瓜尔胶,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-20 00:10:03,66964cfed0ce6700013bce95,KG
1671,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240820-001,,结束,2024-08-19 06:00:00,7期硫脲消耗,664aef5ce4b014e238bb144d,2024-08-19,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-20 00:10:03,66964cfed0ce6700013bce95,KG
1672,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240820-001,,结束,2024-08-19 06:00:00,7期硫酸亚铁消耗,664aef5ce4b014e238bb144d,2024-08-19,eaff4b821df645d4a1bbd0ce826be9fb,2500.0,硫酸亚铁,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-20 00:10:03,66964cfed0ce6700013bce95,KG
1673,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240820-001,,结束,2024-08-19 06:00:00,7期萃取剂消耗,664aef5ce4b014e238bb144d,2024-08-19,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取剂,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-20 00:10:03,66964cfed0ce6700013bce95,KG
1674,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240820-001,,结束,2024-08-19 06:00:00,7期酪蛋白消耗,664aef5ce4b014e238bb144d,2024-08-19,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-20 00:10:03,66964cfed0ce6700013bce95,KG
1675,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240820-001,,结束,2024-08-19 06:00:00,7期煤油消耗,664aef5ce4b014e238bb144d,2024-08-19,eaff4b821df645d4a1bbd0ce826be9fb,0.0,煤油,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-20 00:10:03,66964cfed0ce6700013bce95,升
1676,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240820-001,,结束,2024-08-19 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-19,eaff4b821df645d4a1bbd0ce826be9fb,0.0,产量,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-20 00:10:03,66964cfed0ce6700013bce95,吨
1677,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240820-001,,结束,2024-08-19 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-19,eaff4b821df645d4a1bbd0ce826be9fb,114.112,产量,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-20 00:10:03,66964cfed0ce6700013bce95,吨
1678,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240820-001,,结束,2024-08-19 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-19,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-20 00:10:03,66964cfed0ce6700013bce95,槽
1679,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240820-001,,结束,2024-08-19 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-19,eaff4b821df645d4a1bbd0ce826be9fb,18.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-20 00:10:03,66964cfed0ce6700013bce95,槽
1680,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240820-001,,结束,2024-08-19 06:00:00,7期硫酸消耗,664aef5ce4b014e238bb144d,2024-08-19,eaff4b821df645d4a1bbd0ce826be9fb,2.0,萃取硫酸,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-20 00:10:03,66964cfed0ce6700013bce95,立方米
1681,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240820-001,,结束,2024-08-19 06:00:00,七期萃取萃取量,664aef5ce4b014e238bb144d,2024-08-19,eaff4b821df645d4a1bbd0ce826be9fb,10630.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-20 00:10:03,66964cfed0ce6700013bce95,立方米
1682,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240821-001,,结束,2024-08-20 06:00:00,4-5期瓜尔胶消耗,664aef5ce4b014e238bb144d,2024-08-20,eaff4b821df645d4a1bbd0ce826be9fb,12.0,瓜尔胶,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-21 00:04:51,66964cfed0ce6700013bce95,KG
1683,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240821-001,,结束,2024-08-20 06:00:00,7期硫脲消耗,664aef5ce4b014e238bb144d,2024-08-20,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-21 00:04:51,66964cfed0ce6700013bce95,KG
1684,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240821-001,,结束,2024-08-20 06:00:00,7期硫酸亚铁消耗,664aef5ce4b014e238bb144d,2024-08-20,eaff4b821df645d4a1bbd0ce826be9fb,0.0,硫酸亚铁,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-21 00:04:51,66964cfed0ce6700013bce95,KG
1685,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240821-001,,结束,2024-08-20 06:00:00,7期萃取剂消耗,664aef5ce4b014e238bb144d,2024-08-20,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取剂,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-21 00:04:51,66964cfed0ce6700013bce95,KG
1686,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240821-001,,结束,2024-08-20 06:00:00,7期酪蛋白消耗,664aef5ce4b014e238bb144d,2024-08-20,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-21 00:04:51,66964cfed0ce6700013bce95,KG
1687,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240821-001,,结束,2024-08-20 06:00:00,7期煤油消耗,664aef5ce4b014e238bb144d,2024-08-20,eaff4b821df645d4a1bbd0ce826be9fb,0.0,煤油,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-21 00:04:51,66964cfed0ce6700013bce95,升
1688,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240821-001,,结束,2024-08-20 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-20,eaff4b821df645d4a1bbd0ce826be9fb,0.0,产量,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-21 00:04:51,66964cfed0ce6700013bce95,吨
1689,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240821-001,,结束,2024-08-20 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-20,eaff4b821df645d4a1bbd0ce826be9fb,111.75,产量,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-21 00:04:51,66964cfed0ce6700013bce95,吨
1690,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240821-001,,结束,2024-08-20 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-20,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-21 00:04:51,66964cfed0ce6700013bce95,槽
1691,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20240821-001,,结束,2024-08-20 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2024-08-20,eaff4b821df645d4a1bbd0ce826be9fb,18.0,暂无分类,,,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2024-08-21 00:04:51,66964cfed0ce6700013bce95,槽
