,明细_所属分类,填表人,图片,流水号,文件,审批状态,数据日期,明细_项目,oid,取数日期,TemplateCodeId,明细_数量,明细_所属项目,明细_备注,完成时间,班次,标题,申请日期,TemplateId,明细_计量单位
5889,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250224-002,,结束,2025-02-24 06:00:00,7期硫脲消耗,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-02-25 13:03:41,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-24 12:31:43,679306b895a1bd0001e73b9d,KG
5890,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250224-002,,结束,2025-02-24 06:00:00,7期硫酸亚铁消耗,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,0.0,硫酸亚铁,,2025-02-25 13:03:41,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-24 12:31:43,679306b895a1bd0001e73b9d,KG
5891,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250224-002,,结束,2025-02-24 06:00:00,7期萃取剂消耗,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取剂,,2025-02-25 13:03:41,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-24 12:31:43,679306b895a1bd0001e73b9d,KG
5892,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250224-002,,结束,2025-02-24 06:00:00,7期酪蛋白消耗,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-02-25 13:03:41,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-24 12:31:43,679306b895a1bd0001e73b9d,KG
5893,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250224-002,,结束,2025-02-24 06:00:00,7期煤油消耗,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,0.0,煤油,,2025-02-25 13:03:41,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-24 12:31:43,679306b895a1bd0001e73b9d,升
5894,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250224-002,,结束,2025-02-24 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,0.0,产量,,2025-02-25 13:03:41,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-24 12:31:43,679306b895a1bd0001e73b9d,吨
5895,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250224-002,,结束,2025-02-24 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,0.0,产量,,2025-02-25 13:03:41,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-24 12:31:43,679306b895a1bd0001e73b9d,吨
5896,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250224-002,,结束,2025-02-24 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-02-25 13:03:41,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-24 12:31:43,679306b895a1bd0001e73b9d,槽
5897,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250224-002,,结束,2025-02-24 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-02-25 13:03:41,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-24 12:31:43,679306b895a1bd0001e73b9d,槽
5898,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250224-002,,结束,2025-02-24 06:00:00,7期硫酸消耗,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取硫酸,,2025-02-25 13:03:41,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-24 12:31:43,679306b895a1bd0001e73b9d,立方米
5899,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250224-002,,结束,2025-02-24 06:00:00,七期萃取萃取量,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,4883.0,暂无分类,,2025-02-25 13:03:41,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-24 12:31:43,679306b895a1bd0001e73b9d,立方米
5900,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-001,,结束,2025-02-24 06:00:00,4-5期瓜尔胶消耗,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,12.0,瓜尔胶,,2025-02-25 13:03:48,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 00:48:04,679306b895a1bd0001e73b9d,KG
5901,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-001,,结束,2025-02-24 06:00:00,7期硫脲消耗,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-02-25 13:03:48,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 00:48:04,679306b895a1bd0001e73b9d,KG
5902,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-001,,结束,2025-02-24 06:00:00,7期硫酸亚铁消耗,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,0.0,硫酸亚铁,,2025-02-25 13:03:48,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 00:48:04,679306b895a1bd0001e73b9d,KG
5903,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-001,,结束,2025-02-24 06:00:00,7期萃取剂消耗,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取剂,,2025-02-25 13:03:48,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 00:48:04,679306b895a1bd0001e73b9d,KG
5904,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-001,,结束,2025-02-24 06:00:00,7期酪蛋白消耗,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-02-25 13:03:48,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 00:48:04,679306b895a1bd0001e73b9d,KG
5905,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-001,,结束,2025-02-24 06:00:00,7期煤油消耗,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,0.0,煤油,,2025-02-25 13:03:48,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 00:48:04,679306b895a1bd0001e73b9d,升
5906,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-001,,结束,2025-02-24 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,0.0,产量,,2025-02-25 13:03:48,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 00:48:04,679306b895a1bd0001e73b9d,吨
5907,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-001,,结束,2025-02-24 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,99.226,产量,,2025-02-25 13:03:48,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 00:48:04,679306b895a1bd0001e73b9d,吨
5908,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-001,,结束,2025-02-24 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-02-25 13:03:48,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 00:48:04,679306b895a1bd0001e73b9d,槽
5909,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-001,,结束,2025-02-24 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,18.0,暂无分类,,2025-02-25 13:03:48,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 00:48:04,679306b895a1bd0001e73b9d,槽
5910,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-001,,结束,2025-02-24 06:00:00,7期硫酸消耗,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取硫酸,,2025-02-25 13:03:48,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 00:48:04,679306b895a1bd0001e73b9d,立方米
5911,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-001,,结束,2025-02-24 06:00:00,七期萃取萃取量,664aef5ce4b014e238bb144d,2025-02-24,eaff4b821df645d4a1bbd0ce826be9fb,8878.0,暂无分类,,2025-02-25 13:03:48,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 00:48:04,679306b895a1bd0001e73b9d,立方米
5912,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-002,,结束,2025-02-25 06:00:00,4-5期瓜尔胶消耗,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,12.0,瓜尔胶,,2025-02-25 13:03:48,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 12:32:38,679306b895a1bd0001e73b9d,KG
5913,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-002,,结束,2025-02-25 06:00:00,7期硫脲消耗,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-02-25 13:03:48,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 12:32:38,679306b895a1bd0001e73b9d,KG
5914,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-002,,结束,2025-02-25 06:00:00,7期硫酸亚铁消耗,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,0.0,硫酸亚铁,,2025-02-25 13:03:48,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 12:32:38,679306b895a1bd0001e73b9d,KG
5915,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-002,,结束,2025-02-25 06:00:00,7期萃取剂消耗,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取剂,,2025-02-25 13:03:48,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 12:32:38,679306b895a1bd0001e73b9d,KG
5916,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-002,,结束,2025-02-25 06:00:00,7期酪蛋白消耗,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-02-25 13:03:48,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 12:32:38,679306b895a1bd0001e73b9d,KG
5917,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-002,,结束,2025-02-25 06:00:00,7期煤油消耗,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,0.0,煤油,,2025-02-25 13:03:48,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 12:32:38,679306b895a1bd0001e73b9d,升
5918,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-002,,结束,2025-02-25 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,0.0,产量,,2025-02-25 13:03:48,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 12:32:38,679306b895a1bd0001e73b9d,吨
5919,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-002,,结束,2025-02-25 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,0.0,产量,,2025-02-25 13:03:48,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 12:32:38,679306b895a1bd0001e73b9d,吨
5920,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-002,,结束,2025-02-25 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-02-25 13:03:48,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 12:32:38,679306b895a1bd0001e73b9d,槽
5921,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-002,,结束,2025-02-25 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-02-25 13:03:48,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 12:32:38,679306b895a1bd0001e73b9d,槽
5922,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-002,,结束,2025-02-25 06:00:00,7期硫酸消耗,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,9.19,萃取硫酸,,2025-02-25 13:03:48,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 12:32:38,679306b895a1bd0001e73b9d,立方米
5923,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250225-002,,结束,2025-02-25 06:00:00,七期萃取萃取量,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,3240.0,暂无分类,,2025-02-25 13:03:48,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-25 12:32:38,679306b895a1bd0001e73b9d,立方米
5924,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-002,,结束,2025-02-25 06:00:00,4-5期瓜尔胶消耗,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,12.0,瓜尔胶,,2025-02-26 12:36:14,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:25:16,679306b895a1bd0001e73b9d,KG
5925,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-002,,结束,2025-02-25 06:00:00,7期硫脲消耗,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-02-26 12:36:14,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:25:16,679306b895a1bd0001e73b9d,KG
5926,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-002,,结束,2025-02-25 06:00:00,7期硫酸亚铁消耗,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,0.0,硫酸亚铁,,2025-02-26 12:36:14,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:25:16,679306b895a1bd0001e73b9d,KG
5927,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-002,,结束,2025-02-25 06:00:00,7期萃取剂消耗,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,950.0,萃取剂,,2025-02-26 12:36:14,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:25:16,679306b895a1bd0001e73b9d,KG
5928,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-002,,结束,2025-02-25 06:00:00,7期酪蛋白消耗,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-02-26 12:36:14,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:25:16,679306b895a1bd0001e73b9d,KG
5929,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-002,,结束,2025-02-25 06:00:00,7期煤油消耗,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,0.0,煤油,,2025-02-26 12:36:14,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:25:16,679306b895a1bd0001e73b9d,升
5930,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-002,,结束,2025-02-25 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,0.0,产量,,2025-02-26 12:36:14,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:25:16,679306b895a1bd0001e73b9d,吨
5931,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-002,,结束,2025-02-25 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,115.751,产量,,2025-02-26 12:36:14,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:25:16,679306b895a1bd0001e73b9d,吨
5932,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-002,,结束,2025-02-25 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-02-26 12:36:14,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:25:16,679306b895a1bd0001e73b9d,槽
5933,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-002,,结束,2025-02-25 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,20.0,暂无分类,,2025-02-26 12:36:14,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:25:16,679306b895a1bd0001e73b9d,槽
5934,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-002,,结束,2025-02-25 06:00:00,7期硫酸消耗,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取硫酸,,2025-02-26 12:36:14,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:25:16,679306b895a1bd0001e73b9d,立方米
5935,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-002,,结束,2025-02-25 06:00:00,七期萃取萃取量,664aef5ce4b014e238bb144d,2025-02-25,eaff4b821df645d4a1bbd0ce826be9fb,10026.0,暂无分类,,2025-02-26 12:36:14,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:25:16,679306b895a1bd0001e73b9d,立方米
5936,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-003,,结束,2025-02-26 06:00:00,4-5期瓜尔胶消耗,664aef5ce4b014e238bb144d,2025-02-26,eaff4b821df645d4a1bbd0ce826be9fb,12.0,瓜尔胶,,2025-02-26 12:36:14,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:26:07,679306b895a1bd0001e73b9d,KG
5937,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-003,,结束,2025-02-26 06:00:00,7期硫脲消耗,664aef5ce4b014e238bb144d,2025-02-26,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-02-26 12:36:14,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:26:07,679306b895a1bd0001e73b9d,KG
5938,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-003,,结束,2025-02-26 06:00:00,7期硫酸亚铁消耗,664aef5ce4b014e238bb144d,2025-02-26,eaff4b821df645d4a1bbd0ce826be9fb,0.0,硫酸亚铁,,2025-02-26 12:36:14,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:26:07,679306b895a1bd0001e73b9d,KG
5939,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-003,,结束,2025-02-26 06:00:00,7期萃取剂消耗,664aef5ce4b014e238bb144d,2025-02-26,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取剂,,2025-02-26 12:36:14,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:26:07,679306b895a1bd0001e73b9d,KG
5940,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-003,,结束,2025-02-26 06:00:00,7期酪蛋白消耗,664aef5ce4b014e238bb144d,2025-02-26,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-02-26 12:36:14,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:26:07,679306b895a1bd0001e73b9d,KG
5941,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-003,,结束,2025-02-26 06:00:00,7期煤油消耗,664aef5ce4b014e238bb144d,2025-02-26,eaff4b821df645d4a1bbd0ce826be9fb,0.0,煤油,,2025-02-26 12:36:14,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:26:07,679306b895a1bd0001e73b9d,升
5942,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-003,,结束,2025-02-26 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-26,eaff4b821df645d4a1bbd0ce826be9fb,0.0,产量,,2025-02-26 12:36:14,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:26:07,679306b895a1bd0001e73b9d,吨
5943,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-003,,结束,2025-02-26 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-26,eaff4b821df645d4a1bbd0ce826be9fb,0.0,产量,,2025-02-26 12:36:14,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:26:07,679306b895a1bd0001e73b9d,吨
5944,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-003,,结束,2025-02-26 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-26,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-02-26 12:36:14,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:26:07,679306b895a1bd0001e73b9d,槽
5945,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-003,,结束,2025-02-26 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-26,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-02-26 12:36:14,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:26:07,679306b895a1bd0001e73b9d,槽
5946,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-003,,结束,2025-02-26 06:00:00,7期硫酸消耗,664aef5ce4b014e238bb144d,2025-02-26,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取硫酸,,2025-02-26 12:36:14,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:26:07,679306b895a1bd0001e73b9d,立方米
5947,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250226-003,,结束,2025-02-26 06:00:00,七期萃取萃取量,664aef5ce4b014e238bb144d,2025-02-26,eaff4b821df645d4a1bbd0ce826be9fb,3829.0,暂无分类,,2025-02-26 12:36:14,夜班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-26 12:26:07,679306b895a1bd0001e73b9d,立方米
5948,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250227-001,,结束,2025-02-26 06:00:00,4-5期瓜尔胶消耗,664aef5ce4b014e238bb144d,2025-02-26,eaff4b821df645d4a1bbd0ce826be9fb,12.0,瓜尔胶,,2025-02-27 02:28:29,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-27 00:46:48,679306b895a1bd0001e73b9d,KG
5949,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250227-001,,结束,2025-02-26 06:00:00,7期硫脲消耗,664aef5ce4b014e238bb144d,2025-02-26,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-02-27 02:28:29,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-27 00:46:48,679306b895a1bd0001e73b9d,KG
5950,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250227-001,,结束,2025-02-26 06:00:00,7期硫酸亚铁消耗,664aef5ce4b014e238bb144d,2025-02-26,eaff4b821df645d4a1bbd0ce826be9fb,0.0,硫酸亚铁,,2025-02-27 02:28:29,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-27 00:46:48,679306b895a1bd0001e73b9d,KG
5951,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250227-001,,结束,2025-02-26 06:00:00,7期萃取剂消耗,664aef5ce4b014e238bb144d,2025-02-26,eaff4b821df645d4a1bbd0ce826be9fb,0.0,萃取剂,,2025-02-27 02:28:29,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-27 00:46:48,679306b895a1bd0001e73b9d,KG
5952,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250227-001,,结束,2025-02-26 06:00:00,7期酪蛋白消耗,664aef5ce4b014e238bb144d,2025-02-26,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-02-27 02:28:29,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-27 00:46:48,679306b895a1bd0001e73b9d,KG
5953,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250227-001,,结束,2025-02-26 06:00:00,7期煤油消耗,664aef5ce4b014e238bb144d,2025-02-26,eaff4b821df645d4a1bbd0ce826be9fb,0.0,煤油,,2025-02-27 02:28:29,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-27 00:46:48,679306b895a1bd0001e73b9d,升
5954,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250227-001,,结束,2025-02-26 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-26,eaff4b821df645d4a1bbd0ce826be9fb,0.0,产量,,2025-02-27 02:28:29,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-27 00:46:48,679306b895a1bd0001e73b9d,吨
5955,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250227-001,,结束,2025-02-26 06:00:00,四期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-26,eaff4b821df645d4a1bbd0ce826be9fb,139.358,产量,,2025-02-27 02:28:29,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-27 00:46:48,679306b895a1bd0001e73b9d,吨
5956,直接材料,丁文杰,,KPKYT（DJCQ2）CJSCRBB-20250227-001,,结束,2025-02-26 06:00:00,五期电解铜生产入库,664aef5ce4b014e238bb144d,2025-02-26,eaff4b821df645d4a1bbd0ce826be9fb,0.0,暂无分类,,2025-02-27 02:28:29,白班,凯鹏矿业铜（电解萃取2）车间生产日报表,2025-02-27 00:46:48,679306b895a1bd0001e73b9d,槽
