,明细_所属分类,取数日期,数据日期,明细_数量,所属部门,明细_所属项目,班次,明细_项目,明细_计量单位
10817,直接材料,2024-08-24,2024-08-24 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10818,直接材料,2024-08-24,2024-08-24 06:00:00,169.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,方
10819,直接材料,2024-08-25,2024-08-25 06:00:00,0.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10820,直接材料,2024-08-25,2024-08-25 06:00:00,1389.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10821,直接材料,2024-08-25,2024-08-25 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10822,直接材料,2024-08-25,2024-08-25 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10823,直接材料,2024-08-25,2024-08-25 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10824,直接材料,2024-08-25,2024-08-25 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10825,直接材料,2024-08-25,2024-08-25 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10826,直接材料,2024-08-25,2024-08-25 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10827,直接材料,2024-08-25,2024-08-25 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10828,直接材料,2024-08-25,2024-08-25 06:00:00,128.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,方
10829,直接材料,2024-08-26,2024-08-26 06:00:00,0.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10830,直接材料,2024-08-26,2024-08-26 06:00:00,2109.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10831,直接材料,2024-08-26,2024-08-26 06:00:00,754.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10832,直接材料,2024-08-26,2024-08-26 06:00:00,801.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10833,直接材料,2024-08-26,2024-08-26 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10834,直接材料,2024-08-26,2024-08-26 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10835,直接材料,2024-08-26,2024-08-26 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10836,直接材料,2024-08-26,2024-08-26 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10837,直接材料,2024-08-26,2024-08-26 06:00:00,215.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,方
10838,直接材料,2024-08-26,2024-08-26 06:00:00,150.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,方
10839,直接材料,2024-08-27,2024-08-27 06:00:00,244.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10840,直接材料,2024-08-27,2024-08-27 06:00:00,1602.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10841,直接材料,2024-08-27,2024-08-27 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10842,直接材料,2024-08-27,2024-08-27 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10843,直接材料,2024-08-27,2024-08-27 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10844,直接材料,2024-08-27,2024-08-27 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10845,直接材料,2024-08-27,2024-08-27 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10846,直接材料,2024-08-27,2024-08-27 06:00:00,1.4,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10847,直接材料,2024-08-27,2024-08-27 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10848,直接材料,2024-08-27,2024-08-27 06:00:00,186.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,方
10849,直接材料,2024-08-28,2024-08-28 06:00:00,127.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10850,直接材料,2024-08-28,2024-08-28 06:00:00,582.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10851,直接材料,2024-08-28,2024-08-28 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10852,直接材料,2024-08-28,2024-08-28 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10853,直接材料,2024-08-28,2024-08-28 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10854,直接材料,2024-08-28,2024-08-28 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10855,直接材料,2024-08-28,2024-08-28 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10856,直接材料,2024-08-28,2024-08-28 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10857,直接材料,2024-08-28,2024-08-28 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10858,直接材料,2024-08-28,2024-08-28 06:00:00,76.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,方
10859,直接材料,2024-08-30,2024-08-30 06:00:00,0.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10860,直接材料,2024-08-30,2024-08-30 06:00:00,1509.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10861,直接材料,2024-08-30,2024-08-30 06:00:00,185.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,吨
10862,直接材料,2024-08-30,2024-08-30 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10863,直接材料,2024-08-30,2024-08-30 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10864,直接材料,2024-08-30,2024-08-30 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10865,直接材料,2024-08-30,2024-08-30 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10866,直接材料,2024-08-30,2024-08-30 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10867,直接材料,2024-08-30,2024-08-30 06:00:00,0.599,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10868,直接材料,2024-08-30,2024-08-30 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10869,直接材料,2024-08-31,2024-08-31 06:00:00,500.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10870,直接材料,2024-08-31,2024-08-31 06:00:00,1680.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10871,直接材料,2024-08-31,2024-08-31 06:00:00,232.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,吨
10872,直接材料,2024-08-31,2024-08-31 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10873,直接材料,2024-08-31,2024-08-31 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10874,直接材料,2024-08-31,2024-08-31 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10875,直接材料,2024-08-31,2024-08-31 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10876,直接材料,2024-08-31,2024-08-31 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10877,直接材料,2024-08-31,2024-08-31 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10878,直接材料,2024-08-31,2024-08-31 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10879,直接材料,2024-09-01,2024-09-01 06:00:00,750.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10880,直接材料,2024-09-01,2024-09-01 06:00:00,1773.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10881,直接材料,2024-09-01,2024-09-01 06:00:00,238.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,吨
10882,直接材料,2024-09-01,2024-09-01 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10883,直接材料,2024-09-01,2024-09-01 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10884,直接材料,2024-09-01,2024-09-01 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10885,直接材料,2024-09-01,2024-09-01 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10886,直接材料,2024-09-01,2024-09-01 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10887,直接材料,2024-09-01,2024-09-01 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10888,直接材料,2024-09-01,2024-09-01 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10889,直接材料,2024-09-02,2024-09-02 06:00:00,537.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10890,直接材料,2024-09-02,2024-09-02 06:00:00,2016.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10891,直接材料,2024-09-02,2024-09-02 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10892,直接材料,2024-09-02,2024-09-02 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10893,直接材料,2024-09-02,2024-09-02 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10894,直接材料,2024-09-02,2024-09-02 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10895,直接材料,2024-09-02,2024-09-02 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10896,直接材料,2024-09-02,2024-09-02 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10897,直接材料,2024-09-02,2024-09-02 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10898,直接材料,2024-09-02,2024-09-02 06:00:00,284.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,方
10899,直接材料,2024-09-03,2024-09-03 06:00:00,702.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10900,直接材料,2024-09-03,2024-09-03 06:00:00,1738.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10901,直接材料,2024-09-03,2024-09-03 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10902,直接材料,2024-09-03,2024-09-03 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10903,直接材料,2024-09-03,2024-09-03 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10904,直接材料,2024-09-03,2024-09-03 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10905,直接材料,2024-09-03,2024-09-03 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10906,直接材料,2024-09-03,2024-09-03 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10907,直接材料,2024-09-03,2024-09-03 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10908,直接材料,2024-09-03,2024-09-03 06:00:00,264.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,方
10909,直接材料,2024-09-04,2024-09-04 06:00:00,791.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10910,直接材料,2024-09-04,2024-09-04 06:00:00,779.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10911,直接材料,2024-09-04,2024-09-04 06:00:00,150.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,吨
10912,直接材料,2024-09-04,2024-09-04 06:00:00,43.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10913,直接材料,2024-09-04,2024-09-04 06:00:00,496.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10914,直接材料,2024-09-04,2024-09-04 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10915,直接材料,2024-09-04,2024-09-04 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10916,直接材料,2024-09-04,2024-09-04 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10917,直接材料,2024-09-04,2024-09-04 06:00:00,2.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10918,直接材料,2024-09-04,2024-09-04 06:00:00,0.069,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10919,直接材料,2024-09-06,2024-09-06 06:00:00,684.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10920,直接材料,2024-09-06,2024-09-06 06:00:00,2000.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10921,直接材料,2024-09-06,2024-09-06 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10922,直接材料,2024-09-06,2024-09-06 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10923,直接材料,2024-09-06,2024-09-06 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10924,直接材料,2024-09-06,2024-09-06 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10925,直接材料,2024-09-06,2024-09-06 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10926,直接材料,2024-09-06,2024-09-06 06:00:00,0.826,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10927,直接材料,2024-09-06,2024-09-06 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10928,直接材料,2024-09-06,2024-09-06 06:00:00,286.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,方
10929,直接材料,2024-09-07,2024-09-07 06:00:00,302.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10930,直接材料,2024-09-07,2024-09-07 06:00:00,0.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10931,直接材料,2024-09-07,2024-09-07 06:00:00,85.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,吨
10932,直接材料,2024-09-07,2024-09-07 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10933,直接材料,2024-09-07,2024-09-07 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10934,直接材料,2024-09-07,2024-09-07 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10935,直接材料,2024-09-07,2024-09-07 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10936,直接材料,2024-09-07,2024-09-07 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10937,直接材料,2024-09-07,2024-09-07 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10938,直接材料,2024-09-07,2024-09-07 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10939,直接材料,2024-09-09,2024-09-09 06:00:00,214.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10940,直接材料,2024-09-09,2024-09-09 06:00:00,576.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10941,直接材料,2024-09-09,2024-09-09 06:00:00,91.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,吨
10942,直接材料,2024-09-09,2024-09-09 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10943,直接材料,2024-09-09,2024-09-09 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10944,直接材料,2024-09-09,2024-09-09 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10945,直接材料,2024-09-09,2024-09-09 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10946,直接材料,2024-09-09,2024-09-09 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10947,直接材料,2024-09-09,2024-09-09 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10948,直接材料,2024-09-09,2024-09-09 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10949,直接材料,2024-09-10,2024-09-10 06:00:00,847.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10950,直接材料,2024-09-10,2024-09-10 06:00:00,0.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10951,直接材料,2024-09-10,2024-09-10 06:00:00,126.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,吨
10952,直接材料,2024-09-10,2024-09-10 06:00:00,47.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10953,直接材料,2024-09-10,2024-09-10 06:00:00,210.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10954,直接材料,2024-09-10,2024-09-10 06:00:00,159.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10955,直接材料,2024-09-10,2024-09-10 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10956,直接材料,2024-09-10,2024-09-10 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10957,直接材料,2024-09-10,2024-09-10 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10958,直接材料,2024-09-10,2024-09-10 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10959,直接材料,2024-09-12,2024-09-12 06:00:00,83.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10960,直接材料,2024-09-12,2024-09-12 06:00:00,475.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10961,直接材料,2024-09-12,2024-09-12 06:00:00,64.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,吨
10962,直接材料,2024-09-12,2024-09-12 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10963,直接材料,2024-09-12,2024-09-12 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10964,直接材料,2024-09-12,2024-09-12 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10965,直接材料,2024-09-12,2024-09-12 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10966,直接材料,2024-09-12,2024-09-12 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10967,直接材料,2024-09-12,2024-09-12 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10968,直接材料,2024-09-12,2024-09-12 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10969,直接材料,2024-09-13,2024-09-13 06:00:00,142.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10970,直接材料,2024-09-13,2024-09-13 06:00:00,418.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10971,直接材料,2024-09-13,2024-09-13 06:00:00,52.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,吨
10972,直接材料,2024-09-13,2024-09-13 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10973,直接材料,2024-09-13,2024-09-13 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10974,直接材料,2024-09-13,2024-09-13 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10975,直接材料,2024-09-13,2024-09-13 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10976,直接材料,2024-09-13,2024-09-13 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10977,直接材料,2024-09-13,2024-09-13 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10978,直接材料,2024-09-13,2024-09-13 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10979,直接材料,2024-09-24,2024-09-24 06:00:00,187.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10980,直接材料,2024-09-24,2024-09-24 06:00:00,0.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10981,直接材料,2024-09-24,2024-09-24 06:00:00,42.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,吨
10982,直接材料,2024-09-24,2024-09-24 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10983,直接材料,2024-09-24,2024-09-24 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10984,直接材料,2024-09-24,2024-09-24 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10985,直接材料,2024-09-24,2024-09-24 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10986,直接材料,2024-09-24,2024-09-24 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10987,直接材料,2024-09-24,2024-09-24 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10988,直接材料,2024-09-24,2024-09-24 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10989,直接材料,2024-09-25,2024-09-25 06:00:00,1051.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
