,明细_所属分类,填表人,流水号,图片,文件,审批状态,数据日期,所属部门,明细_项目,oid,取数日期,TemplateCodeId,明细_数量,明细_所属项目,明细_备注,完成时间,班次,标题,申请日期,TemplateId,明细_计量单位
696,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240712-002,,,结束,2024-07-11 06:00:00,磨浮压滤工段,3期半自磨乙硫氨酯,664aef5ce4b014e238bb145a,2024-07-11,2d640fd0b6eb4e2d819cf4119a3d5839,165.0,暂无分类,,2024-07-19 01:40:07,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-12 13:39:26,665852eecfa09900015eefbe,千克
697,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240712-002,,,结束,2024-07-11 06:00:00,磨浮压滤工段,3期半自磨戊基黄药,664aef5ce4b014e238bb145a,2024-07-11,2d640fd0b6eb4e2d819cf4119a3d5839,620.0,暂无分类,,2024-07-19 01:40:07,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-12 13:39:26,665852eecfa09900015eefbe,千克
698,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240712-002,,,结束,2024-07-11 06:00:00,磨浮压滤工段,3期半自磨磨矿量湿重,664aef5ce4b014e238bb145a,2024-07-11,2d640fd0b6eb4e2d819cf4119a3d5839,4313.0,磨浮矿石,水分10.41％,2024-07-19 01:40:07,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-12 13:39:26,665852eecfa09900015eefbe,吨
699,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240712-002,,,结束,2024-07-11 06:00:00,磨浮压滤工段,3期半自磨衬板消耗,664aef5ce4b014e238bb145a,2024-07-11,2d640fd0b6eb4e2d819cf4119a3d5839,0.0,衬板,,2024-07-19 01:40:07,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-12 13:39:26,665852eecfa09900015eefbe,吨
700,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240712-002,,,结束,2024-07-11 06:00:00,磨浮压滤工段,3期半自磨钢球消耗,664aef5ce4b014e238bb145a,2024-07-11,2d640fd0b6eb4e2d819cf4119a3d5839,4.0,钢球,,2024-07-19 01:40:07,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-12 13:39:26,665852eecfa09900015eefbe,吨
701,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240712-002,,,结束,2024-07-11 06:00:00,磨浮压滤工段,铜精矿产量,664aef5ce4b014e238bb145a,2024-07-11,2d640fd0b6eb4e2d819cf4119a3d5839,262.42,铜精矿水份,水分20.56％,2024-07-19 01:40:07,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-12 13:39:26,665852eecfa09900015eefbe,吨
702,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240712-002,,,结束,2024-07-11 06:00:00,磨浮压滤工段,3期半自磨用水量,664aef5ce4b014e238bb145a,2024-07-11,2d640fd0b6eb4e2d819cf4119a3d5839,1025.0,暂无分类,,2024-07-19 01:40:07,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-12 13:39:26,665852eecfa09900015eefbe,立方米
703,直接材料,金涛,KPKYT（MF）CJSCRBB-20240713-001,,,结束,2024-07-12 06:00:00,磨浮压滤工段,3期半自磨絮凝剂消耗,664aef5ce4b014e238bb1454,2024-07-12,2d640fd0b6eb4e2d819cf4119a3d5839,125.0,絮凝剂,,2024-07-19 01:40:07,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-13 10:33:43,665852eecfa09900015eefbe,kg
704,直接材料,金涛,KPKYT（MF）CJSCRBB-20240713-001,,,结束,2024-07-12 06:00:00,磨浮压滤工段,3期半自磨2号油消耗,664aef5ce4b014e238bb1454,2024-07-12,2d640fd0b6eb4e2d819cf4119a3d5839,151.0,暂无分类,,2024-07-19 01:40:07,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-13 10:33:43,665852eecfa09900015eefbe,千克
705,直接材料,金涛,KPKYT（MF）CJSCRBB-20240713-001,,,结束,2024-07-12 06:00:00,磨浮压滤工段,3期半自磨乙硫氨酯,664aef5ce4b014e238bb1454,2024-07-12,2d640fd0b6eb4e2d819cf4119a3d5839,165.6,暂无分类,,2024-07-19 01:40:07,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-13 10:33:43,665852eecfa09900015eefbe,千克
706,直接材料,金涛,KPKYT（MF）CJSCRBB-20240713-001,,,结束,2024-07-12 06:00:00,磨浮压滤工段,3期半自磨戊基黄药,664aef5ce4b014e238bb1454,2024-07-12,2d640fd0b6eb4e2d819cf4119a3d5839,563.0,暂无分类,,2024-07-19 01:40:07,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-13 10:33:43,665852eecfa09900015eefbe,千克
707,直接材料,金涛,KPKYT（MF）CJSCRBB-20240713-001,,,结束,2024-07-12 06:00:00,磨浮压滤工段,3期半自磨磨矿量湿重,664aef5ce4b014e238bb1454,2024-07-12,2d640fd0b6eb4e2d819cf4119a3d5839,4270.0,磨浮矿石,水分，10.18,2024-07-19 01:40:07,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-13 10:33:43,665852eecfa09900015eefbe,吨
708,直接材料,金涛,KPKYT（MF）CJSCRBB-20240713-001,,,结束,2024-07-12 06:00:00,磨浮压滤工段,3期半自磨衬板消耗,664aef5ce4b014e238bb1454,2024-07-12,2d640fd0b6eb4e2d819cf4119a3d5839,0.0,衬板,,2024-07-19 01:40:07,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-13 10:33:43,665852eecfa09900015eefbe,吨
709,直接材料,金涛,KPKYT（MF）CJSCRBB-20240713-001,,,结束,2024-07-12 06:00:00,磨浮压滤工段,3期半自磨钢球消耗,664aef5ce4b014e238bb1454,2024-07-12,2d640fd0b6eb4e2d819cf4119a3d5839,0.0,钢球,,2024-07-19 01:40:07,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-13 10:33:43,665852eecfa09900015eefbe,吨
710,直接材料,金涛,KPKYT（MF）CJSCRBB-20240713-001,,,结束,2024-07-12 06:00:00,磨浮压滤工段,铜精矿产量,664aef5ce4b014e238bb1454,2024-07-12,2d640fd0b6eb4e2d819cf4119a3d5839,267.09,铜精矿水份,水分，21.89,2024-07-19 01:40:07,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-13 10:33:43,665852eecfa09900015eefbe,吨
711,直接材料,金涛,KPKYT（MF）CJSCRBB-20240713-001,,,结束,2024-07-12 06:00:00,磨浮压滤工段,3期半自磨用水量,664aef5ce4b014e238bb1454,2024-07-12,2d640fd0b6eb4e2d819cf4119a3d5839,1130.0,暂无分类,,2024-07-19 01:40:07,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-13 10:33:43,665852eecfa09900015eefbe,立方米
712,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-001,,,结束,2024-07-13 06:00:00,磨浮压滤工段,3期半自磨絮凝剂消耗,664aef5ce4b014e238bb145a,2024-07-13,2d640fd0b6eb4e2d819cf4119a3d5839,75.0,絮凝剂,,2024-07-19 01:40:47,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 14:24:57,665852eecfa09900015eefbe,kg
713,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-001,,,结束,2024-07-13 06:00:00,磨浮压滤工段,3期半自磨2号油消耗,664aef5ce4b014e238bb145a,2024-07-13,2d640fd0b6eb4e2d819cf4119a3d5839,86.0,暂无分类,,2024-07-19 01:40:47,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 14:24:57,665852eecfa09900015eefbe,千克
714,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-001,,,结束,2024-07-13 06:00:00,磨浮压滤工段,3期半自磨乙硫氨酯,664aef5ce4b014e238bb145a,2024-07-13,2d640fd0b6eb4e2d819cf4119a3d5839,90.0,暂无分类,,2024-07-19 01:40:47,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 14:24:57,665852eecfa09900015eefbe,千克
715,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-001,,,结束,2024-07-13 06:00:00,磨浮压滤工段,3期半自磨戊基黄药,664aef5ce4b014e238bb145a,2024-07-13,2d640fd0b6eb4e2d819cf4119a3d5839,335.0,暂无分类,,2024-07-19 01:40:47,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 14:24:57,665852eecfa09900015eefbe,千克
716,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-001,,,结束,2024-07-13 06:00:00,磨浮压滤工段,3期半自磨磨矿量湿重,664aef5ce4b014e238bb145a,2024-07-13,2d640fd0b6eb4e2d819cf4119a3d5839,2228.0,磨浮矿石,水分11.2％,2024-07-19 01:40:47,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 14:24:57,665852eecfa09900015eefbe,吨
717,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-001,,,结束,2024-07-13 06:00:00,磨浮压滤工段,3期半自磨衬板消耗,664aef5ce4b014e238bb145a,2024-07-13,2d640fd0b6eb4e2d819cf4119a3d5839,0.0,衬板,,2024-07-19 01:40:47,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 14:24:57,665852eecfa09900015eefbe,吨
718,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-001,,,结束,2024-07-13 06:00:00,磨浮压滤工段,3期半自磨钢球消耗,664aef5ce4b014e238bb145a,2024-07-13,2d640fd0b6eb4e2d819cf4119a3d5839,4.0,钢球,,2024-07-19 01:40:47,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 14:24:57,665852eecfa09900015eefbe,吨
719,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-001,,,结束,2024-07-13 06:00:00,磨浮压滤工段,铜精矿产量,664aef5ce4b014e238bb145a,2024-07-13,2d640fd0b6eb4e2d819cf4119a3d5839,79.67,铜精矿水份,水分21.49％,2024-07-19 01:40:47,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 14:24:57,665852eecfa09900015eefbe,吨
720,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-001,,,结束,2024-07-13 06:00:00,磨浮压滤工段,3期半自磨用水量,664aef5ce4b014e238bb145a,2024-07-13,2d640fd0b6eb4e2d819cf4119a3d5839,512.0,暂无分类,,2024-07-19 01:40:47,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 14:24:57,665852eecfa09900015eefbe,立方米
721,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-002,,,结束,2024-07-11 06:00:00,磨浮压滤工段,3期半自磨絮凝剂消耗,664aef5ce4b014e238bb145a,2024-07-11,2d640fd0b6eb4e2d819cf4119a3d5839,150.0,絮凝剂,,2024-07-19 01:40:46,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 14:28:32,665852eecfa09900015eefbe,kg
722,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-002,,,结束,2024-07-11 06:00:00,磨浮压滤工段,3期半自磨2号油消耗,664aef5ce4b014e238bb145a,2024-07-11,2d640fd0b6eb4e2d819cf4119a3d5839,158.4,暂无分类,,2024-07-19 01:40:46,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 14:28:32,665852eecfa09900015eefbe,千克
723,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-002,,,结束,2024-07-11 06:00:00,磨浮压滤工段,3期半自磨乙硫氨酯,664aef5ce4b014e238bb145a,2024-07-11,2d640fd0b6eb4e2d819cf4119a3d5839,165.0,暂无分类,,2024-07-19 01:40:46,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 14:28:32,665852eecfa09900015eefbe,千克
724,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-002,,,结束,2024-07-11 06:00:00,磨浮压滤工段,3期半自磨戊基黄药,664aef5ce4b014e238bb145a,2024-07-11,2d640fd0b6eb4e2d819cf4119a3d5839,620.0,暂无分类,,2024-07-19 01:40:46,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 14:28:32,665852eecfa09900015eefbe,千克
725,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-002,,,结束,2024-07-11 06:00:00,磨浮压滤工段,3期半自磨磨矿量湿重,664aef5ce4b014e238bb145a,2024-07-11,2d640fd0b6eb4e2d819cf4119a3d5839,4313.0,磨浮矿石,水分10.41％,2024-07-19 01:40:46,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 14:28:32,665852eecfa09900015eefbe,吨
726,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-002,,,结束,2024-07-11 06:00:00,磨浮压滤工段,3期半自磨衬板消耗,664aef5ce4b014e238bb145a,2024-07-11,2d640fd0b6eb4e2d819cf4119a3d5839,0.0,衬板,,2024-07-19 01:40:46,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 14:28:32,665852eecfa09900015eefbe,吨
727,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-002,,,结束,2024-07-11 06:00:00,磨浮压滤工段,3期半自磨钢球消耗,664aef5ce4b014e238bb145a,2024-07-11,2d640fd0b6eb4e2d819cf4119a3d5839,4.0,钢球,,2024-07-19 01:40:46,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 14:28:32,665852eecfa09900015eefbe,吨
728,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-002,,,结束,2024-07-11 06:00:00,磨浮压滤工段,铜精矿产量,664aef5ce4b014e238bb145a,2024-07-11,2d640fd0b6eb4e2d819cf4119a3d5839,262.42,铜精矿水份,水分20.56％,2024-07-19 01:40:46,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 14:28:32,665852eecfa09900015eefbe,吨
729,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-002,,,结束,2024-07-11 06:00:00,磨浮压滤工段,3期半自磨用水量,664aef5ce4b014e238bb145a,2024-07-11,2d640fd0b6eb4e2d819cf4119a3d5839,1025.0,暂无分类,,2024-07-19 01:40:46,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 14:28:32,665852eecfa09900015eefbe,立方米
730,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-003,,,结束,2024-07-07 06:00:00,磨浮压滤工段,3期半自磨絮凝剂消耗,664aef5ce4b014e238bb145a,2024-07-07,2d640fd0b6eb4e2d819cf4119a3d5839,150.0,絮凝剂,,2024-07-19 01:40:46,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 17:50:08,665852eecfa09900015eefbe,kg
731,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-003,,,结束,2024-07-07 06:00:00,磨浮压滤工段,3期半自磨2号油消耗,664aef5ce4b014e238bb145a,2024-07-07,2d640fd0b6eb4e2d819cf4119a3d5839,178.6,暂无分类,,2024-07-19 01:40:46,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 17:50:08,665852eecfa09900015eefbe,千克
732,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-003,,,结束,2024-07-07 06:00:00,磨浮压滤工段,3期半自磨乙硫氨酯,664aef5ce4b014e238bb145a,2024-07-07,2d640fd0b6eb4e2d819cf4119a3d5839,238.0,暂无分类,,2024-07-19 01:40:46,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 17:50:08,665852eecfa09900015eefbe,千克
733,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-003,,,结束,2024-07-07 06:00:00,磨浮压滤工段,3期半自磨戊基黄药,664aef5ce4b014e238bb145a,2024-07-07,2d640fd0b6eb4e2d819cf4119a3d5839,776.0,暂无分类,,2024-07-19 01:40:46,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 17:50:08,665852eecfa09900015eefbe,千克
734,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-003,,,结束,2024-07-07 06:00:00,磨浮压滤工段,3期半自磨磨矿量湿重,664aef5ce4b014e238bb145a,2024-07-07,2d640fd0b6eb4e2d819cf4119a3d5839,39955.0,磨浮矿石,水分9.41％,2024-07-19 01:40:46,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 17:50:08,665852eecfa09900015eefbe,吨
735,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-003,,,结束,2024-07-07 06:00:00,磨浮压滤工段,3期半自磨衬板消耗,664aef5ce4b014e238bb145a,2024-07-07,2d640fd0b6eb4e2d819cf4119a3d5839,0.0,衬板,,2024-07-19 01:40:46,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 17:50:08,665852eecfa09900015eefbe,吨
736,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-003,,,结束,2024-07-07 06:00:00,磨浮压滤工段,3期半自磨钢球消耗,664aef5ce4b014e238bb145a,2024-07-07,2d640fd0b6eb4e2d819cf4119a3d5839,6.0,钢球,,2024-07-19 01:40:46,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 17:50:08,665852eecfa09900015eefbe,吨
737,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-003,,,结束,2024-07-07 06:00:00,磨浮压滤工段,铜精矿产量,664aef5ce4b014e238bb145a,2024-07-07,2d640fd0b6eb4e2d819cf4119a3d5839,177.8,铜精矿水份,水分18.91％,2024-07-19 01:40:46,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 17:50:08,665852eecfa09900015eefbe,吨
738,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240714-003,,,结束,2024-07-07 06:00:00,磨浮压滤工段,3期半自磨用水量,664aef5ce4b014e238bb145a,2024-07-07,2d640fd0b6eb4e2d819cf4119a3d5839,1042.0,暂无分类,,2024-07-19 01:40:46,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-14 17:50:08,665852eecfa09900015eefbe,立方米
739,直接材料,金涛,KPKYT（MF）CJSCRBB-20240715-001,,,结束,2024-07-13 06:00:00,磨浮压滤工段,3期半自磨絮凝剂消耗,664aef5ce4b014e238bb1454,2024-07-13,2d640fd0b6eb4e2d819cf4119a3d5839,125.0,絮凝剂,,2024-07-19 01:40:47,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 11:39:05,665852eecfa09900015eefbe,kg
740,直接材料,金涛,KPKYT（MF）CJSCRBB-20240715-001,,,结束,2024-07-13 06:00:00,磨浮压滤工段,3期半自磨2号油消耗,664aef5ce4b014e238bb1454,2024-07-13,2d640fd0b6eb4e2d819cf4119a3d5839,144.0,暂无分类,,2024-07-19 01:40:47,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 11:39:05,665852eecfa09900015eefbe,千克
741,直接材料,金涛,KPKYT（MF）CJSCRBB-20240715-001,,,结束,2024-07-13 06:00:00,磨浮压滤工段,3期半自磨乙硫氨酯,664aef5ce4b014e238bb1454,2024-07-13,2d640fd0b6eb4e2d819cf4119a3d5839,165.6,暂无分类,,2024-07-19 01:40:47,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 11:39:05,665852eecfa09900015eefbe,千克
742,直接材料,金涛,KPKYT（MF）CJSCRBB-20240715-001,,,结束,2024-07-13 06:00:00,磨浮压滤工段,3期半自磨戊基黄药,664aef5ce4b014e238bb1454,2024-07-13,2d640fd0b6eb4e2d819cf4119a3d5839,615.0,暂无分类,,2024-07-19 01:40:47,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 11:39:05,665852eecfa09900015eefbe,千克
743,直接材料,金涛,KPKYT（MF）CJSCRBB-20240715-001,,,结束,2024-07-13 06:00:00,磨浮压滤工段,3期半自磨磨矿量湿重,664aef5ce4b014e238bb1454,2024-07-13,2d640fd0b6eb4e2d819cf4119a3d5839,4160.0,磨浮矿石,水分11.70,2024-07-19 01:40:47,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 11:39:05,665852eecfa09900015eefbe,吨
744,直接材料,金涛,KPKYT（MF）CJSCRBB-20240715-001,,,结束,2024-07-13 06:00:00,磨浮压滤工段,3期半自磨衬板消耗,664aef5ce4b014e238bb1454,2024-07-13,2d640fd0b6eb4e2d819cf4119a3d5839,0.0,衬板,,2024-07-19 01:40:47,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 11:39:05,665852eecfa09900015eefbe,吨
745,直接材料,金涛,KPKYT（MF）CJSCRBB-20240715-001,,,结束,2024-07-13 06:00:00,磨浮压滤工段,3期半自磨钢球消耗,664aef5ce4b014e238bb1454,2024-07-13,2d640fd0b6eb4e2d819cf4119a3d5839,2.0,钢球,,2024-07-19 01:40:47,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 11:39:05,665852eecfa09900015eefbe,吨
746,直接材料,金涛,KPKYT（MF）CJSCRBB-20240715-001,,,结束,2024-07-13 06:00:00,磨浮压滤工段,铜精矿产量,664aef5ce4b014e238bb1454,2024-07-13,2d640fd0b6eb4e2d819cf4119a3d5839,279.57,铜精矿水份,水分20.95,2024-07-19 01:40:47,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 11:39:05,665852eecfa09900015eefbe,吨
747,直接材料,金涛,KPKYT（MF）CJSCRBB-20240715-001,,,结束,2024-07-13 06:00:00,磨浮压滤工段,3期半自磨用水量,664aef5ce4b014e238bb1454,2024-07-13,2d640fd0b6eb4e2d819cf4119a3d5839,1021.0,暂无分类,,2024-07-19 01:40:47,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 11:39:05,665852eecfa09900015eefbe,立方米
748,直接材料,金涛,KPKYT（MF）CJSCRBB-20240715-002,,,结束,2024-07-14 06:00:00,磨浮压滤工段,3期半自磨絮凝剂消耗,664aef5ce4b014e238bb1454,2024-07-14,2d640fd0b6eb4e2d819cf4119a3d5839,125.0,絮凝剂,,2024-07-19 01:40:46,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 11:43:01,665852eecfa09900015eefbe,kg
749,直接材料,金涛,KPKYT（MF）CJSCRBB-20240715-002,,,结束,2024-07-14 06:00:00,磨浮压滤工段,3期半自磨2号油消耗,664aef5ce4b014e238bb1454,2024-07-14,2d640fd0b6eb4e2d819cf4119a3d5839,165.6,暂无分类,,2024-07-19 01:40:46,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 11:43:01,665852eecfa09900015eefbe,千克
750,直接材料,金涛,KPKYT（MF）CJSCRBB-20240715-002,,,结束,2024-07-14 06:00:00,磨浮压滤工段,3期半自磨乙硫氨酯,664aef5ce4b014e238bb1454,2024-07-14,2d640fd0b6eb4e2d819cf4119a3d5839,165.6,暂无分类,,2024-07-19 01:40:46,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 11:43:01,665852eecfa09900015eefbe,千克
751,直接材料,金涛,KPKYT（MF）CJSCRBB-20240715-002,,,结束,2024-07-14 06:00:00,磨浮压滤工段,3期半自磨戊基黄药,664aef5ce4b014e238bb1454,2024-07-14,2d640fd0b6eb4e2d819cf4119a3d5839,543.0,暂无分类,,2024-07-19 01:40:46,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 11:43:01,665852eecfa09900015eefbe,千克
752,直接材料,金涛,KPKYT（MF）CJSCRBB-20240715-002,,,结束,2024-07-14 06:00:00,磨浮压滤工段,3期半自磨磨矿量湿重,664aef5ce4b014e238bb1454,2024-07-14,2d640fd0b6eb4e2d819cf4119a3d5839,3820.0,磨浮矿石,水分，11.11,2024-07-19 01:40:46,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 11:43:01,665852eecfa09900015eefbe,吨
753,直接材料,金涛,KPKYT（MF）CJSCRBB-20240715-002,,,结束,2024-07-14 06:00:00,磨浮压滤工段,3期半自磨衬板消耗,664aef5ce4b014e238bb1454,2024-07-14,2d640fd0b6eb4e2d819cf4119a3d5839,0.0,衬板,,2024-07-19 01:40:46,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 11:43:01,665852eecfa09900015eefbe,吨
754,直接材料,金涛,KPKYT（MF）CJSCRBB-20240715-002,,,结束,2024-07-14 06:00:00,磨浮压滤工段,3期半自磨钢球消耗,664aef5ce4b014e238bb1454,2024-07-14,2d640fd0b6eb4e2d819cf4119a3d5839,0.0,钢球,,2024-07-19 01:40:46,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 11:43:01,665852eecfa09900015eefbe,吨
755,直接材料,金涛,KPKYT（MF）CJSCRBB-20240715-002,,,结束,2024-07-14 06:00:00,磨浮压滤工段,铜精矿产量,664aef5ce4b014e238bb1454,2024-07-14,2d640fd0b6eb4e2d819cf4119a3d5839,284.52,铜精矿水份,水分，21.17,2024-07-19 01:40:46,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 11:43:01,665852eecfa09900015eefbe,吨
756,直接材料,金涛,KPKYT（MF）CJSCRBB-20240715-002,,,结束,2024-07-14 06:00:00,磨浮压滤工段,3期半自磨用水量,664aef5ce4b014e238bb1454,2024-07-14,2d640fd0b6eb4e2d819cf4119a3d5839,1123.0,暂无分类,,2024-07-19 01:40:46,夜班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 11:43:01,665852eecfa09900015eefbe,立方米
757,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240715-003,,,结束,2024-07-14 06:00:00,磨浮压滤工段,3期半自磨絮凝剂消耗,664aef5ce4b014e238bb145a,2024-07-14,2d640fd0b6eb4e2d819cf4119a3d5839,125.0,絮凝剂,,2024-07-19 01:40:47,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 19:02:59,665852eecfa09900015eefbe,kg
758,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240715-003,,,结束,2024-07-14 06:00:00,磨浮压滤工段,3期半自磨2号油消耗,664aef5ce4b014e238bb145a,2024-07-14,2d640fd0b6eb4e2d819cf4119a3d5839,138.0,暂无分类,,2024-07-19 01:40:47,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 19:02:59,665852eecfa09900015eefbe,千克
759,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240715-003,,,结束,2024-07-14 06:00:00,磨浮压滤工段,3期半自磨乙硫氨酯,664aef5ce4b014e238bb145a,2024-07-14,2d640fd0b6eb4e2d819cf4119a3d5839,138.0,暂无分类,,2024-07-19 01:40:47,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 19:02:59,665852eecfa09900015eefbe,千克
760,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240715-003,,,结束,2024-07-14 06:00:00,磨浮压滤工段,3期半自磨戊基黄药,664aef5ce4b014e238bb145a,2024-07-14,2d640fd0b6eb4e2d819cf4119a3d5839,454.0,暂无分类,,2024-07-19 01:40:47,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 19:02:59,665852eecfa09900015eefbe,千克
761,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240715-003,,,结束,2024-07-14 06:00:00,磨浮压滤工段,3期半自磨磨矿量湿重,664aef5ce4b014e238bb145a,2024-07-14,2d640fd0b6eb4e2d819cf4119a3d5839,3473.0,磨浮矿石,水分11.84％,2024-07-19 01:40:47,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 19:02:59,665852eecfa09900015eefbe,吨
762,直接材料,陈佳,KPKYT（MF）CJSCRBB-20240715-003,,,结束,2024-07-14 06:00:00,磨浮压滤工段,3期半自磨衬板消耗,664aef5ce4b014e238bb145a,2024-07-14,2d640fd0b6eb4e2d819cf4119a3d5839,0.0,衬板,,2024-07-19 01:40:47,白班,凯鹏矿业铜（磨浮）车间生产日报表,2024-07-15 19:02:59,665852eecfa09900015eefbe,吨
