,明细_所属分类,填表人,流水号,图片,文件,审批状态,数据日期,所属部门,明细_项目,oid,取数日期,TemplateCodeId,明细_数量,明细_所属项目,明细_备注,完成时间,班次,标题,申请日期,TemplateId,明细_计量单位
450,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240617-003,,,结束,2024-06-17 06:00:00,硫酸分厂,打入浓密硫酸数量,664aef5ce4b014e238bb144b,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-17 12:28:30,6654506926abb50001c5fa6c,立方米
451,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240617-003,,,结束,2024-06-17 06:00:00,硫酸分厂,硫酸生产出酸产量,664aef5ce4b014e238bb144b,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,48.37,暂无分类,89吨,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-17 12:28:30,6654506926abb50001c5fa6c,立方米
452,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240617-003,,,结束,2024-06-17 06:00:00,硫酸分厂,硫磺入库,664aef5ce4b014e238bb144b,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-17 12:28:30,6654506926abb50001c5fa6c,袋
453,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240617-003,,,结束,2024-06-17 06:00:00,硫酸分厂,硫磺消耗,664aef5ce4b014e238bb144b,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,28.0,暂无分类,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-17 12:28:30,6654506926abb50001c5fa6c,袋
454,,何世国,KPKYTLSCJ（1）SCRBB-20240618-001,,,结束,2024-06-17 06:00:00,硫酸分厂,硫酸库存,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,2661.0,,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:28,6654506926abb50001c5fa6c,吨
455,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240618-001,,,结束,2024-06-17 06:00:00,硫酸分厂,碳酸钠（纯碱）消耗,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:28,6654506926abb50001c5fa6c,KG
456,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240618-001,,,结束,2024-06-17 06:00:00,硫酸分厂,阻垢剂消耗,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:28,6654506926abb50001c5fa6c,KG
457,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240618-001,,,结束,2024-06-17 06:00:00,硫酸分厂,外购硫酸数量,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,491.37,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:28,6654506926abb50001c5fa6c,吨
458,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240618-001,,,结束,2024-06-17 06:00:00,硫酸分厂,硫磺入库,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,142.59,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:28,6654506926abb50001c5fa6c,吨
459,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240618-001,,,结束,2024-06-17 06:00:00,硫酸分厂,硫磺消耗,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,29.0,暂无分类,库存；552,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:28,6654506926abb50001c5fa6c,吨
460,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240618-001,,,结束,2024-06-17 06:00:00,硫酸分厂,打入其他硫酸数量,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:28,6654506926abb50001c5fa6c,立方米
461,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240618-001,,,结束,2024-06-17 06:00:00,硫酸分厂,打入半自磨硫酸数量,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,0.0,半自磨硫酸,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:28,6654506926abb50001c5fa6c,立方米
462,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240618-001,,,结束,2024-06-17 06:00:00,硫酸分厂,打入浓密硫酸数量,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,188.0,暂无分类,345.92吨,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:28,6654506926abb50001c5fa6c,立方米
463,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240618-001,,,结束,2024-06-17 06:00:00,硫酸分厂,硫酸生产出酸产量,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,48.37,暂无分类,89吨/酸浓：98.57%/耗电：3408度,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:28,6654506926abb50001c5fa6c,立方米
464,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240618-001,,,结束,2024-06-17 06:00:00,硫酸分厂,硫磺入库,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,112.0,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:28,6654506926abb50001c5fa6c,袋
465,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240618-001,,,结束,2024-06-17 06:00:00,硫酸分厂,硫磺消耗,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,26.0,暂无分类,库存：525,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:28,6654506926abb50001c5fa6c,袋
466,,何世国,KPKYTLSCJ（1）SCRBB-20240618-002,,,结束,2024-06-17 06:00:00,硫酸分厂,硫酸库存,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,2661.0,,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:30,6654506926abb50001c5fa6c,吨
467,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240618-002,,,结束,2024-06-17 06:00:00,硫酸分厂,碳酸钠（纯碱）消耗,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:30,6654506926abb50001c5fa6c,KG
468,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240618-002,,,结束,2024-06-17 06:00:00,硫酸分厂,阻垢剂消耗,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:30,6654506926abb50001c5fa6c,KG
469,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240618-002,,,结束,2024-06-17 06:00:00,硫酸分厂,外购硫酸数量,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,491.37,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:30,6654506926abb50001c5fa6c,吨
470,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240618-002,,,结束,2024-06-17 06:00:00,硫酸分厂,硫磺入库,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,142.59,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:30,6654506926abb50001c5fa6c,吨
471,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240618-002,,,结束,2024-06-17 06:00:00,硫酸分厂,硫磺消耗,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,29.0,暂无分类,库存；552,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:30,6654506926abb50001c5fa6c,吨
472,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240618-002,,,结束,2024-06-17 06:00:00,硫酸分厂,打入其他硫酸数量,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:30,6654506926abb50001c5fa6c,立方米
473,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240618-002,,,结束,2024-06-17 06:00:00,硫酸分厂,打入半自磨硫酸数量,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,0.0,半自磨硫酸,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:30,6654506926abb50001c5fa6c,立方米
474,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240618-002,,,结束,2024-06-17 06:00:00,硫酸分厂,打入浓密硫酸数量,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,188.0,暂无分类,345.92吨,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:30,6654506926abb50001c5fa6c,立方米
475,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240618-002,,,结束,2024-06-17 06:00:00,硫酸分厂,硫酸生产出酸产量,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,48.37,暂无分类,89吨/酸浓：98.57%/耗电：3408度,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:30,6654506926abb50001c5fa6c,立方米
476,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240618-002,,,结束,2024-06-17 06:00:00,硫酸分厂,硫磺入库,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,112.0,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:30,6654506926abb50001c5fa6c,袋
477,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240618-002,,,结束,2024-06-17 06:00:00,硫酸分厂,硫磺消耗,664aef5ce4b014e238bb1456,2024-06-17,38c28f7b4c8c4af191a6c5f70c13473b,26.0,暂无分类,库存：525,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 00:18:30,6654506926abb50001c5fa6c,袋
478,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240618-003,,,结束,2024-06-18 06:00:00,硫酸分厂,碳酸钠（纯碱）消耗,664aef5ce4b014e238bb144b,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 12:29:27,6654506926abb50001c5fa6c,KG
479,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240618-003,,,结束,2024-06-18 06:00:00,硫酸分厂,阻垢剂消耗,664aef5ce4b014e238bb144b,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 12:29:27,6654506926abb50001c5fa6c,KG
480,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240618-003,,,结束,2024-06-18 06:00:00,硫酸分厂,外购硫酸数量,664aef5ce4b014e238bb144b,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 12:29:27,6654506926abb50001c5fa6c,吨
481,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240618-003,,,结束,2024-06-18 06:00:00,硫酸分厂,硫磺入库,664aef5ce4b014e238bb144b,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 12:29:27,6654506926abb50001c5fa6c,吨
482,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240618-003,,,结束,2024-06-18 06:00:00,硫酸分厂,硫磺消耗,664aef5ce4b014e238bb144b,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,29.0,暂无分类,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 12:29:27,6654506926abb50001c5fa6c,吨
483,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240618-003,,,结束,2024-06-18 06:00:00,硫酸分厂,打入其他硫酸数量,664aef5ce4b014e238bb144b,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 12:29:27,6654506926abb50001c5fa6c,立方米
484,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240618-003,,,结束,2024-06-18 06:00:00,硫酸分厂,打入半自磨硫酸数量,664aef5ce4b014e238bb144b,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,0.0,半自磨硫酸,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 12:29:27,6654506926abb50001c5fa6c,立方米
485,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240618-003,,,结束,2024-06-18 06:00:00,硫酸分厂,打入浓密硫酸数量,664aef5ce4b014e238bb144b,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 12:29:27,6654506926abb50001c5fa6c,立方米
486,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240618-003,,,结束,2024-06-18 06:00:00,硫酸分厂,硫酸生产出酸产量,664aef5ce4b014e238bb144b,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,48.37,暂无分类,89吨,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 12:29:27,6654506926abb50001c5fa6c,立方米
487,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240618-003,,,结束,2024-06-18 06:00:00,硫酸分厂,硫磺入库,664aef5ce4b014e238bb144b,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 12:29:27,6654506926abb50001c5fa6c,袋
488,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240618-003,,,结束,2024-06-18 06:00:00,硫酸分厂,硫磺消耗,664aef5ce4b014e238bb144b,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,23.0,暂无分类,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-18 12:29:27,6654506926abb50001c5fa6c,袋
489,,何世国,KPKYTLSCJ（1）SCRBB-20240619-001,,,结束,2024-06-18 06:00:00,硫酸分厂,硫酸库存,664aef5ce4b014e238bb1456,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,2417.0,,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 00:19:10,6654506926abb50001c5fa6c,吨
490,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240619-001,,,结束,2024-06-18 06:00:00,硫酸分厂,碳酸钠（纯碱）消耗,664aef5ce4b014e238bb1456,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 00:19:10,6654506926abb50001c5fa6c,KG
491,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240619-001,,,结束,2024-06-18 06:00:00,硫酸分厂,阻垢剂消耗,664aef5ce4b014e238bb1456,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 00:19:10,6654506926abb50001c5fa6c,KG
492,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240619-001,,,结束,2024-06-18 06:00:00,硫酸分厂,外购硫酸数量,664aef5ce4b014e238bb1456,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,76.32,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 00:19:10,6654506926abb50001c5fa6c,吨
493,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240619-001,,,结束,2024-06-18 06:00:00,硫酸分厂,硫磺入库,664aef5ce4b014e238bb1456,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,142.72,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 00:19:10,6654506926abb50001c5fa6c,吨
494,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240619-001,,,结束,2024-06-18 06:00:00,硫酸分厂,硫磺消耗,664aef5ce4b014e238bb1456,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,28.0,暂无分类,库存：638,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 00:19:10,6654506926abb50001c5fa6c,吨
495,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240619-001,,,结束,2024-06-18 06:00:00,硫酸分厂,打入其他硫酸数量,664aef5ce4b014e238bb1456,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 00:19:10,6654506926abb50001c5fa6c,立方米
496,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240619-001,,,结束,2024-06-18 06:00:00,硫酸分厂,打入半自磨硫酸数量,664aef5ce4b014e238bb1456,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,0.0,半自磨硫酸,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 00:19:10,6654506926abb50001c5fa6c,立方米
497,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240619-001,,,结束,2024-06-18 06:00:00,硫酸分厂,打入浓密硫酸数量,664aef5ce4b014e238bb1456,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,188.0,暂无分类,498.64吨,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 00:19:10,6654506926abb50001c5fa6c,立方米
498,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240619-001,,,结束,2024-06-18 06:00:00,硫酸分厂,硫酸生产出酸产量,664aef5ce4b014e238bb1456,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,48.37,暂无分类,89吨/酸浓：98.04％/耗电：3384度,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 00:19:10,6654506926abb50001c5fa6c,立方米
499,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240619-001,,,结束,2024-06-18 06:00:00,硫酸分厂,硫磺入库,664aef5ce4b014e238bb1456,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,112.0,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 00:19:10,6654506926abb50001c5fa6c,袋
500,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240619-001,,,结束,2024-06-18 06:00:00,硫酸分厂,硫磺消耗,664aef5ce4b014e238bb1456,2024-06-18,38c28f7b4c8c4af191a6c5f70c13473b,22.0,暂无分类,库存：592,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 00:19:10,6654506926abb50001c5fa6c,袋
501,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240619-002,,,结束,2024-06-19 06:00:00,硫酸分厂,碳酸钠（纯碱）消耗,664aef5ce4b014e238bb144b,2024-06-19,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 12:06:42,6654506926abb50001c5fa6c,KG
502,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240619-002,,,结束,2024-06-19 06:00:00,硫酸分厂,阻垢剂消耗,664aef5ce4b014e238bb144b,2024-06-19,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 12:06:42,6654506926abb50001c5fa6c,KG
503,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240619-002,,,结束,2024-06-19 06:00:00,硫酸分厂,外购硫酸数量,664aef5ce4b014e238bb144b,2024-06-19,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 12:06:42,6654506926abb50001c5fa6c,吨
504,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240619-002,,,结束,2024-06-19 06:00:00,硫酸分厂,硫磺入库,664aef5ce4b014e238bb144b,2024-06-19,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 12:06:42,6654506926abb50001c5fa6c,吨
505,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240619-002,,,结束,2024-06-19 06:00:00,硫酸分厂,硫磺消耗,664aef5ce4b014e238bb144b,2024-06-19,38c28f7b4c8c4af191a6c5f70c13473b,29.0,暂无分类,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 12:06:42,6654506926abb50001c5fa6c,吨
506,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240619-002,,,结束,2024-06-19 06:00:00,硫酸分厂,打入其他硫酸数量,664aef5ce4b014e238bb144b,2024-06-19,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 12:06:42,6654506926abb50001c5fa6c,立方米
507,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240619-002,,,结束,2024-06-19 06:00:00,硫酸分厂,打入半自磨硫酸数量,664aef5ce4b014e238bb144b,2024-06-19,38c28f7b4c8c4af191a6c5f70c13473b,0.0,半自磨硫酸,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 12:06:42,6654506926abb50001c5fa6c,立方米
508,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240619-002,,,结束,2024-06-19 06:00:00,硫酸分厂,打入浓密硫酸数量,664aef5ce4b014e238bb144b,2024-06-19,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 12:06:42,6654506926abb50001c5fa6c,立方米
509,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240619-002,,,结束,2024-06-19 06:00:00,硫酸分厂,硫酸生产出酸产量,664aef5ce4b014e238bb144b,2024-06-19,38c28f7b4c8c4af191a6c5f70c13473b,48.37,暂无分类,89吨,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 12:06:42,6654506926abb50001c5fa6c,立方米
510,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240619-002,,,结束,2024-06-19 06:00:00,硫酸分厂,硫磺入库,664aef5ce4b014e238bb144b,2024-06-19,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 12:06:42,6654506926abb50001c5fa6c,袋
511,直接材料,汤晓平,KPKYTLSCJ（1）SCRBB-20240619-002,,,结束,2024-06-19 06:00:00,硫酸分厂,硫磺消耗,664aef5ce4b014e238bb144b,2024-06-19,38c28f7b4c8c4af191a6c5f70c13473b,23.0,暂无分类,,,夜班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-19 12:06:42,6654506926abb50001c5fa6c,袋
512,,何世国,KPKYTLSCJ（1）SCRBB-20240620-001,,,结束,2024-06-19 06:00:00,硫酸分厂,硫酸库存,664aef5ce4b014e238bb1456,2024-06-19,38c28f7b4c8c4af191a6c5f70c13473b,2807.0,,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-20 00:02:57,6654506926abb50001c5fa6c,吨
513,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240620-001,,,结束,2024-06-19 06:00:00,硫酸分厂,碳酸钠（纯碱）消耗,664aef5ce4b014e238bb1456,2024-06-19,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-20 00:02:57,6654506926abb50001c5fa6c,KG
514,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240620-001,,,结束,2024-06-19 06:00:00,硫酸分厂,阻垢剂消耗,664aef5ce4b014e238bb1456,2024-06-19,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-20 00:02:57,6654506926abb50001c5fa6c,KG
515,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240620-001,,,结束,2024-06-19 06:00:00,硫酸分厂,外购硫酸数量,664aef5ce4b014e238bb1456,2024-06-19,38c28f7b4c8c4af191a6c5f70c13473b,190.71,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-20 00:02:57,6654506926abb50001c5fa6c,吨
516,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240620-001,,,结束,2024-06-19 06:00:00,硫酸分厂,硫磺入库,664aef5ce4b014e238bb1456,2024-06-19,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-20 00:02:57,6654506926abb50001c5fa6c,吨
517,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240620-001,,,结束,2024-06-19 06:00:00,硫酸分厂,硫磺消耗,664aef5ce4b014e238bb1456,2024-06-19,38c28f7b4c8c4af191a6c5f70c13473b,28.0,暂无分类,库存：581,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-20 00:02:57,6654506926abb50001c5fa6c,吨
518,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240620-001,,,结束,2024-06-19 06:00:00,硫酸分厂,打入其他硫酸数量,664aef5ce4b014e238bb1456,2024-06-19,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-20 00:02:57,6654506926abb50001c5fa6c,立方米
519,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240620-001,,,结束,2024-06-19 06:00:00,硫酸分厂,打入半自磨硫酸数量,664aef5ce4b014e238bb1456,2024-06-19,38c28f7b4c8c4af191a6c5f70c13473b,0.0,半自磨硫酸,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-20 00:02:57,6654506926abb50001c5fa6c,立方米
520,直接材料,何世国,KPKYTLSCJ（1）SCRBB-20240620-001,,,结束,2024-06-19 06:00:00,硫酸分厂,打入浓密硫酸数量,664aef5ce4b014e238bb1456,2024-06-19,38c28f7b4c8c4af191a6c5f70c13473b,0.0,暂无分类,,,白班,凯鹏矿业铜硫酸车间（1）生产日报表,2024-06-20 00:02:57,6654506926abb50001c5fa6c,立方米
